NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,NPP_pft4,VEGN_pft0_Leaf,VEGN_pft1_Leaf,VEGN_pft2_Leaf,VEGN_pft2_Stem,VEGN_pft2_Root,VEGN_pft3_Leaf,VEGN_pft3_Root,VEGN_pft4_Leaf,VEGN_pft4_Stem,VEGN_pft4_Root,VEGC_pft0_Leaf,VEGC_pft1_Leaf,VEGC_pft2_Leaf,VEGC_pft2_Stem,VEGC_pft2_Root,VEGC_pft3_Leaf,VEGC_pft3_Root,VEGC_pft4_Leaf,VEGC_pft4_Stem,VEGC_pft4_Root,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3,INGPP_pft4
61.3825176268816,24.23973616287112,19.595176476220484,12.432627647626214,7.377285761432722,2.847102212905884,1.418610644340515,0.9944830894470216,2.174338290531281e-18,0.0187636697664856,0.5381392896175384,0.2366905108094215,0.7381094038486481,0.109414405375719,0.0519082300364971,144.0738494873047,54.13159675598145,41.603871536254886,5.977285159070778e-17,1.594928233927817e-09,19.82222957611084,11.65525951385498,17.447569847106934,11.18532133102417,5.485685157775879,1807.1747480392453,2486.5630395207554,7510.693281595607,0.8219266036059707,187.8486873626709,72.08687908649445,56.29047026644172,29.05898676514625,23.443726612068712
62.11936260461808,23.427098208665846,20.13522649853222,12.26987673053518,7.462782960600452,2.801590847969055,1.4983853578567503,0.974577909708023,2.320538020289175e-19,0.0177804492413997,0.5188715279102325,0.2543025195598602,0.6999102652072906,0.0956965804100036,0.0431773278862237,143.44671478271485,55.42806053161621,41.40969161987304,4.9300080313446215e-18,9.708760129178983e-10,18.85667304992676,12.34606590270996,17.24518585205078,9.397979736328123,4.5992364406585695,1784.650086688995,2478.1254002079368,7460.199280841695,0.8795732519007288,187.6944622039795,72.33950040340423,56.28401136404388,28.984339570999147,23.358021962083875
61.01222752928734,23.234322141855955,20.73613558334072,12.296249876264485,7.414376994588383,2.913180375099182,1.5201820611953736,0.9320321917533876,5.695590416535992e-19,0.0216784816235303,0.4922960013151168,0.2435410782694816,0.7314816176891327,0.102342139929533,0.0475655451416969,146.16187591552733,55.79928550720215,40.31152610778808,1.3496373917467582e-17,2.4628149963845652e-09,18.080453872680664,12.194723796844482,17.505351066589355,10.741557502746582,5.027549743652344,1801.3440103530884,2484.2069187894463,7510.878821683512,0.7532874239608646,188.81379203796388,72.4360496044159,56.19013409629851,28.909803676605225,23.452556488849226
60.34358768761158,24.24368280544877,20.303029840434107,12.707221661671063,7.533308804913394,2.9900007963180544,1.4174280405044557,0.9661614179611206,1.8367060696352842e-19,0.0155976426787674,0.5033058762550354,0.2605336427688599,0.703168249130249,0.0927810326218605,0.0427788518369197,148.22222900390625,54.056189346313474,41.23650703430176,3.560983213488069e-18,4.2625459550915676e-10,18.54141025543213,12.735417938232422,17.418445014953612,9.688166618347168,4.51659197807312,1784.6021282196043,2476.586160021648,7463.340254889108,0.9078477160772308,189.5519437789917,72.10171914100647,56.276700067547736,28.943438190221787,23.387987065128986
60.7206153512001,23.64594665840268,20.50381896793179,12.167607041751037,7.373563546956575,2.977018451690674,1.4705471992492676,0.9487127602100373,1.6495853220636005e-18,0.0190627198666334,0.4916581898927689,0.2451796934008598,0.7376630008220673,0.1076239295303821,0.050558203831315,148.42120361328125,54.7974193572998,40.81475067138672,3.785393219129674e-17,5.029005656354002e-10,17.924037742614747,11.848655891418456,17.492786407470703,11.206825733184814,5.333133935928345,1800.2023040294648,2481.8992207966744,7490.099844665994,0.8795174336410128,189.6917724609375,72.24204246997833,56.24382848742982,28.89900572896004,23.46263833902776
59.926236101984976,24.10564426779747,20.264503809154576,12.547196849086324,7.220123771045474,3.033119058609009,1.4227283239364623,0.9690535306930542,0.0206998696550726,0.1083444520831108,0.5372959554195404,0.2538504362106323,0.7482150018215179,0.1151500292122364,0.0536684088408947,149.33733215332032,53.98629493713379,41.15378112792969,1.511826181411743,2.878054022789001,19.60839519500733,12.363166427612304,17.246978187561034,11.414480686187744,5.64075779914856,1750.6312027931212,2459.715753522888,7435.96980864277,0.9308095206972212,189.8579423904419,72.03803899288178,56.27468658266007,29.06163962483406,23.404488637298343
60.26868141889573,23.412781012058257,20.09698691590322,11.94814905745443,7.547859162576424,2.962308406829834,1.498888325691223,0.9708578586578368,3.3004384690219395e-19,0.018069053441286,0.5332132160663605,0.2085650727152824,0.7019088089466095,0.0917632758617401,0.0411262337118387,146.93987884521485,55.45116195678711,41.1565559387207,1.0950557747389352e-17,1.0696583174762963e-09,19.42949905395508,10.135543537139892,17.447539710998534,9.646655750274656,4.360619020462036,1780.0230141639709,2465.090228895843,7462.862435256009,0.8564137393957936,188.91218910217285,72.31095378398895,56.22680764204877,29.017104601860048,23.36870819851756
62.04539940655231,23.890983819961548,19.666205997019887,12.738155191065744,7.350772128729295,2.8184417724609374,1.4475581407546998,0.9884654939174652,1.188610104936427e-19,0.0200557742267847,0.5344569981098175,0.2579469293355941,0.7565575182437897,0.1132120676338672,0.0523495808243751,144.13443908691406,54.502022171020506,41.47378044128418,4.147488926655832e-18,7.855721368549284e-12,19.772564315795897,12.468181133270264,17.63522663116455,12.006328868865968,5.564652633666992,1793.0933684825898,2482.2864813167603,7471.813262916088,0.90648138577817,187.89967823028564,72.14317483901978,56.26316232681336,29.051920068264007,23.47560593858361
60.55227235853672,23.15308998972177,19.96175364409246,11.77091943565756,7.3740928161059855,2.937671089172363,1.5237137794494628,0.956724178791046,0.1191512145102024,0.8961909532546997,0.5157892405986786,0.2323290228843689,0.7370497703552246,0.1084281712770462,0.0513397056609392,146.36524963378906,55.76108627319336,40.1138801574707,8.639977073669433,16.93003444671631,18.63535346984863,10.96775541305542,17.427224922180176,11.061186122894288,5.46836142539978,1743.5534055233002,2445.797250517085,7419.685545250168,0.908061457972508,188.7803232192993,72.39348695278167,56.29436610937118,28.98343831896782,23.423573218658568
59.52749204337597,22.990435430407523,20.188169264369208,13.947293093428016,7.511857962886642,3.0500949382781983,1.5429325699806211,0.9676527917385102,0.0407046917825937,0.247667409479618,0.5201404988765717,0.3038287222385406,0.7133340477943421,0.0973992057144641,0.0457894183695316,149.2360366821289,56.171243286132814,40.877284622192384,2.965166926383972,6.78956708908081,19.28290500640869,15.327539539337158,17.408153915405272,10.154688262939452,4.879389238357544,1758.6779237270357,2468.06582021378,7463.724383549724,0.961581748095341,189.76071643829343,72.42774181365967,56.2703958785627,29.01022438406944,23.373250095546247
