,GPP,NPP,$C_{leaf}$,$C_{stem}$,$C_{root}$,$N_{leaf}$,$N_{stem}$,$N_{root}$
pft0,-0.039689099631795566,-0.05619399698070637,0.4066758472074615,-0.09378606370132236,-0.13321421342188355,0.5898641075585371,-0.07434025154168751,-0.08196157953979355
pft1,-0.0040921947365815114,-0.0074568867968436425,0.15622770509064388,0.01628718419058231,-0.39029064376427314,0.3115834783999192,0.008704577204183342,-0.3661379676893287
pft2,-0.03338506539368502,-0.006380817530629357,0.1847486174333166,,-0.01642991376827732,0.241502216585345,,-0.010827838955532139
pft3,-0.04440832581919432,-0.012066458437257593,0.013402420454582065,,,0.008151414616292152,,
pft4,-0.008139275968809007,-0.015010378651987316,0.10448582903515176,,,0.23385849236943473,,
