name,bounds,initial,cmtnum,pftnum
cmax,"[350, 500]",413.1373,13,0
cmax,"[250, 430]",320.1434,13,1
cmax,"[300, 450]",352.6571,13,2
cmax,"[100, 200]",157.5979,13,3
cmax,"[20, 100]",48.1041,13,4
