NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,NPP_pft4,VEGN_pft0_Leaf,VEGN_pft1_Leaf,VEGN_pft2_Leaf,VEGN_pft2_Stem,VEGN_pft2_Root,VEGN_pft3_Leaf,VEGN_pft3_Stem,VEGN_pft3_Root,VEGN_pft4_Leaf,VEGN_pft4_Root,VEGC_pft0_Leaf,VEGC_pft1_Leaf,VEGC_pft2_Leaf,VEGC_pft2_Stem,VEGC_pft2_Root,VEGC_pft3_Leaf,VEGC_pft3_Stem,VEGC_pft3_Root,VEGC_pft4_Leaf,VEGC_pft4_Root,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3,INGPP_pft4
38.26985274255276,23.93143312931061,10.35662409258075,27.27158477831399,2.975830893637613,2.04313440322876,1.6250219345092771,1.401298464324817e-45,0.5378647804260254,0.1907796666026115,1.2504971742630004,0.1100113205611705,0.3829061955213547,0.609515905380249,8.121911138542765e-17,104.50018768310548,65.99882278442382,1.401298464324817e-45,25.52164421081543,13.602249145507812,52.906836700439456,6.8466943264007565,26.19339656829834,11.017965602874757,1.6948948750661666e-15,2732.382652759552,10552.847188687325,8103.1402813402,1.7976187601074345,113.70277614593506,70.57754516601562,30.81744165420532,86.89009024500847,9.036531591415406
38.80082959532738,23.094462344795467,10.44066168004647,26.65024173333077,3.011459102341905,2.0141400575637816,1.708363962173462,1.401298464324817e-45,0.5268070280551911,0.1956532910466194,1.24712735414505,0.1016525819897651,0.353104418516159,0.600946044921875,1.0227488601361311e-16,104.2780303955078,67.41718444824218,1.401298464324817e-45,24.74453010559082,13.915652751922607,51.5956615447998,6.691122961044312,23.603804206848142,10.54121561050415,2.162918896077119e-15,2733.418407750129,10084.105678597092,8079.837087521819,1.3967746938040364,113.72067642211914,70.85555496215821,30.86461337804794,87.02358191907406,9.04791020154953
37.89027694687248,22.89809246622026,10.454298004205338,27.72451411270304,2.929436969268136,2.076934337615967,1.7312518119812013,1.401298464324817e-45,0.52170330286026,0.1999655246734619,1.1851233959197998,0.1111473441123962,0.3917288094758987,0.6200006008148193,9.376254105990832e-17,105.58331909179688,67.83387756347656,1.401298464324817e-45,24.717078971862797,14.162439250946044,50.12411804199219,7.057129621505737,27.50414409637451,10.671725463867189,1.9710504328210848e-15,2735.94902317524,10490.915182116629,8087.005213723355,1.679633165569976,113.84862155914308,70.96320466995239,30.900901901721955,86.92407463788986,9.058673644065856
37.35441315546632,23.965595526620746,10.53555735561531,27.875544657185674,3.0415656130062416,2.119143509864807,1.626431906223297,1.401298464324817e-45,0.5287351071834564,0.1887962520122528,1.1821671724319458,0.1155943013727665,0.3965528279542923,0.5971521198749542,9.556306046704108e-17,106.69415435791016,65.99062423706054,1.401298464324817e-45,24.70197505950928,13.502629280090332,50.267586135864256,7.472572278976441,26.87683486938477,10.646572399139403,2.002470558840156e-15,2735.486173462868,10280.744237965346,8099.549500581878,1.7591224665666232,113.9610357284546,70.6782208442688,30.89774445295334,86.95230679512024,9.05794996023178
37.58358784168959,23.33105145022273,10.365916878869758,27.31741542365635,2.9086339998291804,2.1079213619232178,1.6820176362991333,1.401298464324817e-45,0.5339684188365936,0.1924733027815818,1.1991254329681396,0.1157179214060306,0.379217529296875,0.6245481491088867,9.722529976030108e-17,106.84318542480467,66.72657012939453,1.401298464324817e-45,25.02544860839844,13.616316509246824,50.04482650756836,7.258420801162719,25.140283203125,10.70291738510132,2.026815143365104e-15,2734.374528169632,10399.38205141127,8074.713150195824,1.8903972236745177,113.97366523742676,70.79105052947997,30.89769539833069,86.96316313147545,9.058337581157684
37.04176334738732,23.80441452749073,10.344102519145236,26.82912641414441,2.8461819138843567,2.143103337287903,1.6314595699310304,1.401298464324817e-45,0.5442155718803405,0.1910860881209373,1.2515693068504334,0.0990640677511692,0.3643820792436599,0.6356437623500824,1.1034824753972496e-16,107.31997528076172,65.82518005371094,1.401298464324817e-45,26.69968948364258,13.312066841125487,52.135454940795896,6.284426689147949,24.546782112121583,10.731545543670654,2.3109841092570808e-15,2730.810030722618,9904.758732533455,8039.89822597946,1.406032458753907,113.99779586791992,70.56501083374023,30.828983414173127,86.99879569113254,9.038827323913576
37.38545267432928,23.073102379590274,10.48363263003994,26.90750903000589,3.047725061676465,2.108300805091858,1.707977020740509,1.401298464324817e-45,0.5299435555934906,0.1961269408464431,1.254578495025635,0.1073022164404392,0.3716363996267319,0.5933121621608735,9.866399051516843e-17,105.98508834838869,67.42154922485352,1.401298464324817e-45,25.85133628845215,13.922160148620604,52.09646911621094,6.851976156234741,24.82503890991211,10.647579193115234,2.078055321542245e-15,2734.7737321138384,10420.009849351643,8062.455450642179,1.729490255014389,113.85704975128174,70.80559349060059,30.82484405040741,86.9043515264988,9.03667597770691
38.715292586386205,23.577033197507262,10.517269838927314,27.469786863052285,2.9022292078705503,2.0216254234313964,1.6562740921974182,1.401298464324817e-45,0.5070959448814392,0.1992106661200523,1.2278892993927002,0.1054667480289936,0.3827785193920135,0.6251844823360443,9.598161054827046e-17,104.6643928527832,66.3950210571289,1.401298464324817e-45,25.17714195251465,13.667250823974609,52.419213485717776,6.709195613861084,25.618093299865723,10.966225147247314,2.023544749155755e-15,2736.817767071724,10215.628539061549,8088.477577429498,1.6352812166747754,113.71870460510254,70.6587914466858,30.833432805538177,86.97584869861603,9.041348445415498
37.58999919295311,22.812773745507,10.2268082650844,26.50826782025397,2.958433274552226,2.093934679031372,1.735216784477234,1.401298464324817e-45,0.5375911593437195,0.1950590655207634,1.243135643005371,0.0990185908973217,0.3685801774263382,0.6148602902889252,8.109048612366464e-17,105.66598052978516,67.76391067504883,1.401298464324817e-45,25.80099201202393,13.583874416351318,50.96966018676758,6.557072591781616,23.708864593505854,10.92785940170288,1.7039197252455416e-15,2731.4869861841203,9807.501510816812,8019.637766932579,1.3398697920856648,113.84459171295164,70.91958198547363,30.874126601219174,87.07543459534645,9.05332282781601
36.79775947630405,22.65802301503718,10.696076305699536,27.90632097713533,3.0466942864004523,2.1570723056793213,1.7547992944717408,1.401298464324817e-45,0.5092228770256042,0.1976443037390708,1.1741977214813233,0.1058302640914917,0.360541296005249,0.5967190682888031,1.06454466859699e-16,107.2411651611328,68.27083816528321,1.401298464324817e-45,25.195290756225585,13.961240673065186,50.50452194213867,6.644750022888184,25.519993209838866,10.85028829574585,2.2583557923101557e-15,2731.5770646095275,10208.854855957628,8071.684414883214,1.4978982217871817,114.0130111694336,70.99232273101806,30.872361397743227,86.94755435884,9.051859498023989
36.59178709089756,22.701984606310724,10.44799193732906,28.050788484688383,3.0569859651383013,2.178830862045288,1.7513911366462709,1.401298464324817e-45,0.5326396942138671,0.198955962061882,1.1812864184379577,0.1134658500552177,0.3713486194610595,0.5920415639877319,8.453218348217283e-17,108.16643142700195,68.45361099243163,1.401298464324817e-45,26.164952278137207,14.047487258911133,51.51813735961914,7.31425666809082,24.307150077819824,10.748086738586426,1.7898893448150284e-15,2735.44726061821,10397.12564727068,8054.68669629991,1.750486604127218,114.0827211380005,70.95030784606934,30.81741232872009,86.88195440769195,9.035257470607757
