,GPP,NPP,$C_{leaf}$,$C_{stem}$,$C_{root}$,$N_{leaf}$,$N_{stem}$,$N_{root}$
pft0,-0.21817330224154674,-0.20767960875765568,-0.07850637024194662,-0.19438192930515644,-0.21610639328473466,0.25803374973027116,-0.10711730910381412,-0.09985243705707868
pft1,-0.13515329115186459,-0.13280363642754622,-0.037755138380412,-0.5355940520500821,-0.22837796635564728,0.21553120693884642,-0.2579826170200482,-0.1453889134751666
pft2,-0.06934286478778096,-0.06167545248960743,-0.20599118942731276,,-0.13588546255506606,-0.12720286534469552,,-0.3888087582234089
pft3,0.4344378279440264,0.41142408603634306,0.3916898977809016,,,0.4994207459621616,,
pft4,-0.017871542801423446,-0.01840083552178802,0.015610386264481746,,,0.09495914281363801,,
