cmt,exp,time,z,VWCLAYER,TLAYER
black_spruce,burn_1990,1944-01-01,0.4,0.4386935325934367,-3.1340283481367965
black_spruce,burn_1990,1945-01-01,0.4,0.43998599807739225,-3.3804192563785316
black_spruce,burn_1990,1946-01-01,0.4,0.43520643254062086,-3.532349199558126
black_spruce,burn_1990,1947-01-01,0.4,0.43742663683258554,-3.5561269875067136
black_spruce,burn_1990,1948-01-01,0.4,0.43968221024170406,-4.671532093184764
black_spruce,burn_1990,1949-01-01,0.4,0.4393505946631471,-3.8941941231475665
black_spruce,burn_1990,1950-01-01,0.4,0.4373596255877177,-3.6676552853439843
black_spruce,burn_1990,1951-01-01,0.4,0.43559994133448904,-4.653128236933805
black_spruce,burn_1990,1952-01-01,0.4,0.43990668706903674,-3.4241757443254515
black_spruce,burn_1990,1953-01-01,0.4,0.4376126655783074,-2.8493569659860474
black_spruce,burn_1990,1954-01-01,0.4,0.43897413340483,-2.801043904833683
black_spruce,burn_1990,1955-01-01,0.4,0.43992361112668704,-3.3356000563178654
black_spruce,burn_1990,1956-01-01,0.4,0.4399194197987074,-4.008024724006325
black_spruce,burn_1990,1957-01-01,0.4,0.43632371263926534,-3.2382929297352576
black_spruce,burn_1990,1958-01-01,0.4,0.4338905106357816,-3.435548173316493
black_spruce,burn_1990,1959-01-01,0.4,0.43681994274294317,-4.094446844767931
black_spruce,burn_1990,1960-01-01,0.4,0.43987820519177356,-3.221692171740854
black_spruce,burn_1990,1961-01-01,0.4,0.4399585366811724,-4.165616912807337
black_spruce,burn_1990,1962-01-01,0.4,0.43997186372199043,-4.287938983189956
black_spruce,burn_1990,1963-01-01,0.4,0.4395458363082728,-3.6022717419093637
black_spruce,burn_1990,1964-01-01,0.4,0.43979169487555053,-3.8095881147205404
black_spruce,burn_1990,1965-01-01,0.4,0.43994952837527723,-4.180375002496383
black_spruce,burn_1990,1966-01-01,0.4,0.43932950228972384,-3.8675271100908257
black_spruce,burn_1990,1967-01-01,0.4,0.4396710422819227,-3.482072882241396
black_spruce,burn_1990,1968-01-01,0.4,0.4347358794932237,-4.08074887668141
black_spruce,burn_1990,1969-01-01,0.4,0.43037435734127416,-5.019186212171545
black_spruce,burn_1990,1970-01-01,0.4,0.4395455846945996,-3.4919357441081544
black_spruce,burn_1990,1971-01-01,0.4,0.439564752144837,-3.4472693753067842
black_spruce,burn_1990,1972-01-01,0.4,0.43658148678479064,-3.8610242587833574
black_spruce,burn_1990,1973-01-01,0.4,0.44458451284359496,-2.790543692713048
black_spruce,burn_1990,1974-01-01,0.4,0.43377871622311853,-2.7439417954086105
black_spruce,burn_1990,1975-01-01,0.4,0.4363228197490836,-2.7204868029630234
black_spruce,burn_1990,1976-01-01,0.4,0.43697923553752693,-2.54882897454383
black_spruce,burn_1990,1977-01-01,0.4,0.43809369949581306,-2.9226801220661995
black_spruce,burn_1990,1978-01-01,0.4,0.43412335001704244,-2.61179040798456
black_spruce,burn_1990,1979-01-01,0.4,0.43174946863158314,-0.7195680168105836
black_spruce,burn_1990,1980-01-01,0.4,0.4359595264913918,-1.515446305192188
black_spruce,burn_1990,1981-01-01,0.4,0.4370159357932208,-1.871779828043429
black_spruce,burn_1990,1982-01-01,0.4,0.4395243164424773,-3.9265784900180556
black_spruce,burn_1990,1983-01-01,0.4,0.4396102598373887,-3.7834651154655288
black_spruce,burn_1990,1984-01-01,0.4,0.43982078413282727,-4.372368103617596
black_spruce,burn_1990,1985-01-01,0.4,0.4399420903420736,-4.263969354804177
black_spruce,burn_1990,1986-01-01,0.4,0.43985240738832276,-3.1739184217638217
black_spruce,burn_1990,1987-01-01,0.4,0.43548879881126684,-2.8332510229022696
black_spruce,burn_1990,1988-01-01,0.4,0.4343449214877466,-3.3312769886018665
black_spruce,burn_1990,1989-01-01,0.4,0.4345288691038991,-3.173626973680524
black_spruce,burn_1990,1990-01-01,0.4,0.43841746032044593,-3.8271651254204757
