cmt,exp,time,GPP,RECO,NEE,NPP,RH,RG,RM,LTRFALC,SHLWC
black_spruce,control,1901-01-01,0.0,0.703811610271714,0.703811610271714,-0.5340577665442652,0.16975384372744884,0.0,0.5340577665442652,17.286685980481707,3015.8675384521484
black_spruce,control,1901-02-01,0.0,1.1371742521569104,1.1371742521569104,-0.9700540983740211,0.16712015378288925,0.0,0.9700540983740211,16.835784310773306,3035.757484436035
black_spruce,control,1901-03-01,0.0,4.88828158036813,4.88828158036813,-4.710710646992084,0.17757093337604601,0.0,4.710710646992084,16.350013956625844,3055.06095123291
black_spruce,control,1901-04-01,0.0,12.2676619365252,12.2676619365252,-12.071535447150382,0.19612648937481936,0.0,12.071535447150382,15.751040076323989,3073.641487121582
black_spruce,control,1901-05-01,50.98404864844633,30.32766006692873,-20.656388581517604,20.912025570869446,0.2556377195087407,2.300322934985161,27.771699412434828,15.29073199991035,3091.666229248047
black_spruce,control,1901-06-01,130.33768698578933,121.15166636350841,-9.186020622280921,75.612863779068,66.4268452578508,8.317414805293083,46.40740630036453,15.89936154386669,3042.21524810791
black_spruce,control,1901-07-01,144.56335522938753,141.97018395571286,-2.5931712736746704,79.90121912956238,77.30805232623607,8.789135217666626,55.87299641181016,17.412979615477525,2985.500663757324
black_spruce,control,1901-08-01,133.19657498775632,118.35762715107921,-14.838947836677107,73.90673470497131,59.067781496425596,8.129740722477436,51.16010493217618,18.864672276175042,2949.896156311035
black_spruce,control,1901-09-01,81.34256908886891,88.68262816204879,7.340059073179873,38.99203562736511,46.3320956169664,4.289123870432377,38.06140867465001,19.357985072461815,2928.984718322754
black_spruce,control,1901-10-01,0.0,20.154044721423816,20.154044721423816,-17.683709315264423,2.4703354061593927,0.0,17.683709315264423,18.729811904056987,2951.0875396728516
black_spruce,control,1901-11-01,0.0,3.807174938571734,3.807174938571734,-3.5662790324322486,0.2408959061394853,0.0,3.5662790324322486,18.007368113358098,2972.348175048828
black_spruce,control,1901-12-01,0.0,2.2892313914376246,2.2892313914376246,-2.0909338001433753,0.1982975912942493,0.0,2.0909338001433753,17.48741012920982,2993.001235961914
black_spruce,control,1902-01-01,0.0,1.275403251534044,1.275403251534044,-1.0905786891544267,0.18482456237961742,0.0,1.0905786891544267,17.012109897194023,3013.0904083251953
black_spruce,control,1902-02-01,0.0,2.523368895002932,2.523368895002932,-2.3380182023456655,0.18535069265726634,0.0,2.3380182023456655,16.548255240169965,3032.6230087280273
black_spruce,control,1902-03-01,0.0,2.189275566616743,2.189275566616743,-2.0059962219593217,0.18327934465742146,0.0,2.0059962219593217,16.088227032389113,3051.605369567871
black_spruce,control,1902-04-01,0.0,11.445317680217158,11.445317680217158,-11.24712973669375,0.19818794352340774,0.0,11.24712973669375,15.53898296411171,3069.923210144043
black_spruce,control,1902-05-01,58.81515638429846,52.845263555082056,-5.9698928292164055,27.00738960504532,21.037497535788134,2.970813050866127,28.836952968427795,15.11086472565512,3066.3171615600586
black_spruce,control,1902-06-01,130.9991271754261,107.24181005641003,-23.75731711901608,74.4729495048523,50.71562286399421,8.192024037241936,48.33416315517388,15.822741589159705,3034.778007507324
black_spruce,control,1902-07-01,144.6492818628758,136.4576261023867,-8.191655760489084,77.58412408828735,69.392474958815,8.534253224730492,58.53089791884122,17.432311967810165,2987.141815185547
black_spruce,control,1902-08-01,135.02201853422594,118.6696286709157,-16.352389863310236,74.20418655872345,57.851795823695284,8.162460900843143,52.65537194637727,18.916347544109158,2952.593879699707
black_spruce,control,1902-09-01,76.98789558671706,84.90549775733598,7.91760217061892,36.667422115802765,44.58502468130246,4.033416412770748,36.287056663262774,19.410115426731863,2932.417205810547
black_spruce,control,1902-10-01,0.0,17.379721116007204,17.379721116007204,-16.870599064437556,0.5091220515696477,0.0,16.870599064437556,18.786277862822317,2954.460647583008
black_spruce,control,1902-11-01,0.0,2.268269020723892,2.268269020723892,-2.045461988640909,0.22280703208298291,0.0,2.045461988640909,18.088834248099374,2975.703498840332
black_spruce,control,1902-12-01,0.0,0.6074373322708198,0.6074373322708198,-0.43704467571023997,0.17039265656057978,0.0,0.43704467571023997,17.603730651548176,2996.3851318359375
black_spruce,control,1903-01-01,0.0,0.44818009070542075,0.44818009070542075,-0.2883621731360222,0.15981791756939856,0.0,0.2883621731360222,17.15376587303217,3016.533920288086
black_spruce,control,1903-02-01,0.0,1.6278265659634599,1.6278265659634599,-1.4632079743723807,0.16461859159107917,0.0,1.4632079743723807,16.705396720164572,3036.145347595215
black_spruce,control,1903-03-01,0.0,3.5788162083704265,3.5788162083704265,-3.405599442950006,0.17321676542042042,0.0,3.405599442950006,16.234479453854874,3055.192008972168
black_spruce,control,1903-04-01,0.0,11.11507463004773,11.11507463004773,-10.925682134939052,0.1893924951086774,0.0,10.925682134939052,15.668134174262377,3073.5580978393555
black_spruce,control,1903-05-01,52.239975189149845,30.2243318900164,-22.015643299133444,22.26427572965622,0.24862985262188886,2.4490701109170914,27.52663192647742,15.227500107994274,3091.399726867676
black_spruce,control,1903-06-01,115.7512890969374,91.8306696214604,-23.920619475476997,62.64485418796539,38.72423723078464,6.890934333205223,46.21549805747054,15.774828638759573,3070.158447265625
black_spruce,control,1903-07-01,149.55858787363104,120.76928020475316,-28.789307668877882,85.46871721744537,56.679408609794336,9.40155915915966,54.68831243579916,17.277466650206406,3034.319435119629
black_spruce,control,1903-08-01,135.38923527876614,119.85210281009495,-15.537132468671189,74.16358602046967,58.626446414142265,8.157993718981743,53.06766267697094,18.799155915819938,2998.7744369506836
black_spruce,control,1903-09-01,66.86073166506685,84.33549007508918,17.474758410022332,28.20071616768837,45.675473977938964,3.102078590542078,35.55793750660814,19.273367191284706,2977.5227584838867
black_spruce,control,1903-10-01,0.0,13.12168637313789,13.12168637313789,-12.374406978980915,0.7472793941569762,0.0,12.374406978980915,18.68710668622043,2999.443199157715
black_spruce,control,1903-11-01,0.0,2.418536634379052,2.418536634379052,-2.258064112103966,0.1604725222750858,0.0,2.258064112103966,18.042356430762084,3020.6420364379883
black_spruce,control,1903-12-01,0.0,2.3807918339166463,2.3807918339166463,-2.2252758755794275,0.15551595833721876,0.0,2.2252758755794275,17.53516308219332,3041.235694885254
black_spruce,control,1904-01-01,0.0,0.5241224924124026,0.5241224924124026,-0.3916570832824391,0.13246540912996352,0.0,0.3916570832824391,17.06546007572615,3061.282913208008
black_spruce,control,1904-02-01,0.0,0.5091042668154842,0.5091042668154842,-0.38444978809320673,0.12465447872227742,0.0,0.38444978809320673,16.63125470929117,3080.8147048950195
black_spruce,control,1904-03-01,0.0,2.158210963048532,2.158210963048532,-2.0216580006740514,0.13655296237448056,0.0,2.0216580006740514,16.191153188434328,3099.8155517578125
black_spruce,control,1904-04-01,0.0,15.224501591998433,15.224501591998433,-15.03567630807811,0.18882528392032327,0.0,15.03567630807811,15.593872927416669,3118.0808029174805
black_spruce,control,1904-05-01,57.68147349747596,57.248032246545336,-0.4334412509306276,24.909335255622864,24.475898117412726,2.7400269210338593,30.03210720809875,15.11557511259889,3110.6922454833984
black_spruce,control,1904-06-01,122.42748421114811,100.59343041374814,-21.834053797399974,68.04493761062622,46.21088125022652,7.484942615032197,46.89760654848942,15.676121097176292,3083.422637939453
black_spruce,control,1904-07-01,144.86342310374312,135.50134313731178,-9.362079966431338,79.18637549877167,69.82429155373029,8.710502073168755,56.96654951041273,17.178092196894795,3034.6679306030273
black_spruce,control,1904-08-01,132.57386793654587,113.77833830638338,-18.79552963016249,76.86518692970276,58.069656628988014,8.455171421170235,47.25351025622513,18.729996819898588,2999.2299728393555
black_spruce,control,1904-09-01,54.94619857813086,78.42518556043797,23.478986982307106,20.630843490362167,44.10983138909069,2.2693927958607674,32.04596137548651,19.228408599043178,2979.312973022461
black_spruce,control,1904-10-01,0.0,15.532144190336112,15.532144190336112,-14.728594599750068,0.8035495905860444,0.0,14.728594599750068,18.601739119931153,3001.0864486694336
black_spruce,control,1904-11-01,0.0,3.2082067078354157,3.2082067078354157,-3.0289046246434737,0.17930208319194207,0.0,3.0289046246434737,17.922324334158475,3022.097946166992
black_spruce,control,1904-12-01,0.0,2.7334088739130493,2.7334088739130493,-2.5854904153861753,0.14791845852687402,0.0,2.5854904153861753,17.40496077849639,3042.503707885742
black_spruce,control,1905-01-01,0.0,1.4257725146421762,1.4257725146421762,-1.2788240151735408,0.14694849946863542,0.0,1.2788240151735408,16.924011310395144,3062.338768005371
black_spruce,control,1905-02-01,0.0,4.031802475276891,4.031802475276891,-3.871903636474599,0.15989883880229172,0.0,3.871903636474599,16.44237019195134,3081.5952224731445
black_spruce,control,1905-03-01,0.0,7.580111933860735,7.580111933860735,-7.4041119429748505,0.17599999088588447,0.0,7.4041119429748505,15.90442374754457,3100.206985473633
black_spruce,control,1905-04-01,0.0,18.371735470505882,18.371735470505882,-18.15469524911532,0.21704022139056178,0.0,18.15469524911532,15.217522660963368,3117.985282897949
black_spruce,control,1905-05-01,91.30884617511765,71.88088192846772,-19.427964246649935,53.6271915435791,34.19922397397022,5.898990646004677,31.78266730849282,14.780221123477531,3100.1775665283203
black_spruce,control,1905-06-01,134.55196076659195,120.12091444891121,-14.431046317680739,78.24946248531343,63.81840919388924,8.607440292835236,47.695064962186734,15.584476766671287,3054.9131469726562
black_spruce,control,1905-07-01,148.7965509670612,138.67438405283974,-10.122166914221452,84.49812150001526,74.37595683586915,9.294793918728828,55.003633298241766,17.255663431420544,3001.5990676879883
black_spruce,control,1905-08-01,133.66309769706277,118.27602000435581,-15.387077692706953,74.74555468559265,59.3584752270981,8.22201094776392,50.6955338294938,18.78466747807397,2965.218490600586
black_spruce,control,1905-09-01,44.67371697976341,75.45471132702369,30.780994347260275,11.768337219953537,42.54933142192749,1.2945170365273952,31.610862868568802,19.238501097479457,2946.9399337768555
black_spruce,control,1905-10-01,0.0,15.712160554309776,15.712160554309776,-14.918964913817035,0.7931956404927405,0.0,14.918964913817035,18.59162311646105,2968.778953552246
black_spruce,control,1905-11-01,0.0,6.158649622748271,6.158649622748271,-5.939729414414614,0.21892020833365677,0.0,5.939729414414614,17.87650078184015,2989.7936782836914
black_spruce,control,1905-12-01,0.0,1.6741668507261238,1.6741668507261238,-1.4916779145232795,0.18248893620284434,0.0,1.4916779145232795,17.340044194177608,3010.1821060180664
black_spruce,control,1906-01-01,0.0,0.25152120356665364,0.25152120356665364,-0.09363406164334265,0.157887141923311,0.0,0.09363406164334265,16.887754058598148,3030.0403213500977
black_spruce,control,1906-02-01,0.0,2.092447545429877,2.092447545429877,-1.9254969937064743,0.1669505517234029,0.0,1.9254969937064743,16.44384185288982,3049.3628845214844
black_spruce,control,1906-03-01,0.0,6.390255035477821,6.390255035477821,-6.208995093129488,0.18125994234833342,0.0,6.208995093129488,15.942500628661946,3068.082000732422
black_spruce,control,1906-04-01,0.0,14.205314357575844,14.205314357575844,-14.00639304014112,0.1989213174347242,0.0,14.00639304014112,15.317271700843776,3086.0499954223633
black_spruce,control,1906-05-01,54.06990602250153,55.654895537802076,1.584989515300549,22.13967001438141,23.72466143703059,2.435363918542862,29.494870182228624,14.847998272187397,3079.2491912841797
black_spruce,control,1906-06-01,117.94501928958925,100.5202760315151,-17.42474325807416,64.62203395366669,47.19729535965598,7.1084234565496445,46.21455721530947,15.427744412765605,3050.845199584961
black_spruce,control,1906-07-01,151.82914746622555,128.34469700920454,-23.484450457021012,88.23499774932861,64.75055210538267,9.705851033329964,53.88829387049191,17.005378671712606,3007.2255096435547
black_spruce,control,1906-08-01,137.73606159995688,116.68687619761113,-21.049185402345756,78.5678368806839,57.51865384762277,8.642460718750954,50.5257616312374,18.63108181192183,2972.6204376220703
black_spruce,control,1906-09-01,77.44460955535033,87.40966579005908,9.965056234708754,35.7845102250576,45.749564086756436,3.936296064406634,37.72380563889601,19.549116439420686,2951.645576477051
black_spruce,control,1906-10-01,0.0,20.839608361531646,20.839608361531646,-18.490795819059713,2.348812542471933,0.0,18.490795819059713,19.253767240588786,2974.1612701416016
black_spruce,control,1906-11-01,0.0,3.3025314827027614,3.3025314827027614,-3.057670846223118,0.2448606364796433,0.0,3.057670846223118,18.50744436085006,2995.817184448242
black_spruce,control,1906-12-01,0.0,0.7421395111391575,0.7421395111391575,-0.5531705446119304,0.18896896652722717,0.0,0.5531705446119304,17.994134955595655,3016.885223388672
black_spruce,control,1907-01-01,0.0,0.7902343594118975,0.7902343594118975,-0.6138913572208367,0.1763430021910608,0.0,0.6138913572208367,17.524927098012995,3037.4007110595703
black_spruce,control,1907-02-01,0.0,0.5506697764072896,0.5506697764072896,-0.37703660771023806,0.1736331686970516,0.0,0.37703660771023806,17.072031961755783,3057.3801803588867
black_spruce,control,1907-03-01,0.0,2.4735973832866875,2.4735973832866875,-2.296909986554965,0.1766873967317224,0.0,2.296909986554965,16.61296321250302,3076.813201904297
black_spruce,control,1907-04-01,0.0,15.658652047358373,15.658652047358373,-15.459821993299556,0.19883005405881704,0.0,15.459821993299556,15.99073238226083,3095.5001907348633
black_spruce,control,1907-05-01,69.4183280552752,61.00207031222453,-8.416257743050664,32.83181565999985,24.415557306001574,3.6115000396966934,32.975012966526265,15.509968482156182,3088.6860733032227
black_spruce,control,1907-06-01,133.73586797014286,102.64031760307262,-31.095550367070246,78.18197584152222,47.086435622142744,8.600017175078392,46.95386480585148,16.241062145252727,3061.2399368286133
black_spruce,control,1907-07-01,150.1588587990118,127.9442734195436,-22.21458537946819,84.4878078699112,62.27322052348973,9.293658912181854,56.377393983872025,17.881853251967186,3020.9490966796875
black_spruce,control,1907-08-01,135.87305777109577,121.22472543114782,-14.648332339947956,73.04137873649597,58.39305208879159,8.0345518887043,54.797121453651926,19.35971685054392,2987.534797668457
