0.00169772, 0.04873101, 0.00777258, 0.01997811, 0.00326079, 0.00493605, 0.00376618, 0.00498508, 0.00152648, 0.02715505
0.00173262, 0.04947738, 0.00746623, 0.01995857, 0.0032534, 0.00485931, 0.00377879, 0.00497634, 0.00119277, 0.02804397
0.0018083, 0.04995813, 0.02128813, 0.01993209, 0.00323057, 0.00481724, 0.00362037, 0.00495058, 0.00118035, 0.02737591
0.00208861, 0.04963419, 0.02033565, 0.01994641, 0.0031577, 0.00482575, 0.00360526, 0.00486828, 0.00118347, 0.0245682
0.00022347, 0.03369951, 0.0269292, 0.01944728, 0.00369538, 0.00591171, 0.00358244, 0.00547824, 0.00150983, 0.0259485
0.0020396, 0.05429614, 0.00250385, 0.01995096, 0.00318326, 0.00456143, 0.00386764, 0.00489605, 0.00111299, 0.02968159
0.00065035, 0.02380998, 0.01328031, 0.02088776, 0.00364429, 0.00693387, 0.00372874, 0.00542551, 0.00172739, 0.04362341
0.00107227, 0.01852795, 0.03268399, 0.02047764, 0.00353957, 0.00732131, 0.00361886, 0.00530373, 0.00185205, 0.02463273
0.00183816, 0.09424644, 0.02513812, 0.01989534, 0.00319787, 0.00239181, 0.00360641, 0.00491364, 0.00047126, 0.02538266
0.00205658, 0.05239495, 0.02210627, 0.01995223, 0.00316374, 0.00465637, 0.00362011, 0.0048747, 0.00113613, 0.02411993
