0.54180133, 0.38971338, 0.61943957, 0.00183687, 6.942e-05
0.17545967, 0.17996815, 0.17583634, 0.00218366, 7.455e-05
0.42132117, 0.4480217, 0.44873405, 0.001897, 6.817e-05
0.28072222, 0.36817324, 0.07492546, 0.00198226, 6.866e-05
0.31023447, 1.15336103, 0.99212462, 0.00096321, 0.00013287
0.54650668, 0.28176446, 0.37907862, 0.00190285, 6.598e-05
0.44580776, 0.56057594, 0.40632848, 0.00198062, 6.939e-05
0.48852352, 1.14858514, 0.6987556, 0.00204508, 7.013e-05
0.7693941, 1.16344425, 0.20030441, 0.001759, 7.048e-05
0.44945672, 0.6100791, 0.74404277, 0.00200047, 6.952e-05
0.60172985, 1.20290554, 0.77094424, 0.0020223, 7.002e-05
0.42698523, 0.76183425, 0.74601988, 0.00208185, 6.965e-05
0.62193501, 0.53046028, 0.10754921, 0.00080787, 7.708e-05
0.44886691, 0.66750675, 0.98229396, 0.00200901, 6.996e-05
0.65020501, 1.01074174, 0.15605849, 0.00190713, 7.045e-05
0.56082773, 0.60721663, 1.01847162, 0.00192583, 6.982e-05
0.55536494, 0.12524544, 0.936685, 0.00310972, 7.772e-05
0.85000857, 0.99114242, 1.00517674, 0.00070939, 3.353e-05
0.43607042, 1.2038871, 0.90474076, 0.00211358, 6.969e-05
0.41874196, 0.22576513, 0.9943602, 0.00203137, 6.701e-05
0.85191132, 0.07535239, 0.38608179, 0.00266199, 5.975e-05
0.78564399, 1.13470421, 0.9997197, 0.00126267, 7.715e-05
0.5136999, 1.20000822, 0.50895556, 0.00204429, 7.036e-05
0.8451724, 0.30487438, 0.35017163, 0.00125628, 7.415e-05
0.26735646, 0.06625993, 0.49178468, 0.00377787, 8.62e-06
0.41135342, 0.21938226, 0.49938622, 0.00204584, 6.693e-05
0.44838945, 0.58179837, 0.68898028, 0.00199449, 7.033e-05
0.45561806, 0.95833669, 0.09715835, 0.002015, 7.038e-05
0.36620839, 0.20062973, 0.47320084, 0.00357293, 6.614e-05
0.62374081, 0.57033702, 0.97432459, 0.00172841, 7.12e-05
0.45013596, 0.65543261, 0.30071863, 0.00199896, 7.023e-05
0.42399606, 0.22996348, 1.02458283, 0.0020239, 6.71e-05
0.85334902, 0.41404214, 0.42073318, 0.00124806, 6.839e-05
0.5568276, 0.6479407, 0.68270293, 0.00217232, 2.158e-05
