,time,layertop,y,x,LWCLAYERtop,albers_conical_equal_area_x,year_x,dztop,typetop,ztop,layerbot,LWCLAYERbot,albers_conical_equal_area_y,year_y,dzbot,typebot,zbot
31,1903-08-01,2,0,1,0.06314202807027433,b'',1903,0.05473514085593051,1.0,0.09473514085593052,3,0.326758106125068,b'',1903,0.09478747630448177,2.0,0.18952261716041227
32,1903-09-01,2,0,1,0.10256031969590049,b'',1903,0.05473514085593051,1.0,0.09473514085593052,3,0.3884202679433692,b'',1903,0.09478747630448177,2.0,0.18952261716041227
33,1903-10-01,2,0,1,0.025870055312072687,b'',1903,0.05473514085593051,1.0,0.09473514085593052,3,0.23914657229331576,b'',1903,0.09478747630448177,2.0,0.18952261716041227
34,1903-11-01,2,0,1,0.0,b'',1903,0.05473514085593051,1.0,0.09473514085593052,3,0.0,b'',1903,0.09478747630448177,2.0,0.18952261716041227
35,1903-12-01,2,0,1,0.0,b'',1903,0.05473514085593051,1.0,0.09473514085593052,3,0.0,b'',1903,0.09478747630448177,2.0,0.18952261716041227
36,1904-01-01,2,0,1,0.0,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.0,b'',1904,0.0947460984164271,2.0,0.19034885785859598
37,1904-02-01,2,0,1,0.0,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.0,b'',1904,0.0947460984164271,2.0,0.19034885785859598
38,1904-03-01,2,0,1,0.0,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.0,b'',1904,0.0947460984164271,2.0,0.19034885785859598
39,1904-04-01,2,0,1,0.006451582278484698,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.0,b'',1904,0.0947460984164271,2.0,0.19034885785859598
40,1904-05-01,2,0,1,0.04750000000000002,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.07329388537203065,b'',1904,0.0947460984164271,2.0,0.19034885785859598
41,1904-06-01,2,0,1,0.04749999999999998,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.15083101301318239,b'',1904,0.0947460984164271,2.0,0.19034885785859598
42,1904-07-01,2,0,1,0.04750000000000003,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.10605406583572104,b'',1904,0.0947460984164271,2.0,0.19034885785859598
43,1904-08-01,2,0,1,0.05095871135093627,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.24372159337941837,b'',1904,0.0947460984164271,2.0,0.19034885785859598
44,1904-09-01,2,0,1,0.08460351998622072,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.36359113535556575,b'',1904,0.0947460984164271,2.0,0.19034885785859598
45,1904-10-01,2,0,1,0.018776665901012034,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.2423504677801338,b'',1904,0.0947460984164271,2.0,0.19034885785859598
46,1904-11-01,2,0,1,0.0,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.0,b'',1904,0.0947460984164271,2.0,0.19034885785859598
47,1904-12-01,2,0,1,0.0,b'',1904,0.05560275944216887,1.0,0.09560275944216887,3,0.0,b'',1904,0.0947460984164271,2.0,0.19034885785859598
48,1905-01-01,2,0,1,0.0,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.0,b'',1905,0.09474785319196767,2.0,0.1904746156568504
49,1905-02-01,2,0,1,0.0,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.0,b'',1905,0.09474785319196767,2.0,0.1904746156568504
50,1905-03-01,2,0,1,0.0,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.0,b'',1905,0.09474785319196767,2.0,0.1904746156568504
51,1905-04-01,2,0,1,0.0209317810269822,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.005605011847859666,b'',1905,0.09474785319196767,2.0,0.1904746156568504
52,1905-05-01,2,0,1,0.04750000000000003,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.13995772528548173,b'',1905,0.09474785319196767,2.0,0.1904746156568504
53,1905-06-01,2,0,1,0.04749999999999999,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.2736599935469657,b'',1905,0.09474785319196767,2.0,0.1904746156568504
54,1905-07-01,2,0,1,0.1076089384181225,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.3804215329603524,b'',1905,0.09474785319196767,2.0,0.1904746156568504
55,1905-08-01,2,0,1,0.18523748994657352,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.4763197193588632,b'',1905,0.09474785319196767,2.0,0.1904746156568504
56,1905-09-01,2,0,1,0.16623992507790178,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.4583080002200829,b'',1905,0.09474785319196767,2.0,0.1904746156568504
57,1905-10-01,2,0,1,0.055120176516373735,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.3118041719343023,b'',1905,0.09474785319196767,2.0,0.1904746156568504
58,1905-11-01,2,0,1,0.0,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.0,b'',1905,0.09474785319196767,2.0,0.1904746156568504
59,1905-12-01,2,0,1,0.0,b'',1905,0.05572676246488273,1.0,0.09572676246488274,3,0.0,b'',1905,0.09474785319196767,2.0,0.1904746156568504
60,1906-01-01,2,0,1,0.0,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.0,b'',1906,0.09472866936387687,2.0,0.1896063811162408
61,1906-02-01,2,0,1,0.0,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.0,b'',1906,0.09472866936387687,2.0,0.1896063811162408
62,1906-03-01,2,0,1,0.0,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.0,b'',1906,0.09472866936387687,2.0,0.1896063811162408
63,1906-04-01,2,0,1,0.0,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.0,b'',1906,0.09472866936387687,2.0,0.1896063811162408
64,1906-05-01,2,0,1,0.0798084597206536,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.03083132624280763,b'',1906,0.09472866936387687,2.0,0.1896063811162408
65,1906-06-01,2,0,1,0.0594770173428548,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.263691021058435,b'',1906,0.09472866936387687,2.0,0.1896063811162408
66,1906-07-01,2,0,1,0.08496065476889313,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.3622633613604702,b'',1906,0.09472866936387687,2.0,0.1896063811162408
67,1906-08-01,2,0,1,0.11661852960324413,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.4054216323074497,b'',1906,0.09472866936387687,2.0,0.1896063811162408
68,1906-09-01,2,0,1,0.12912112674611956,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.41997431419675746,b'',1906,0.09472866936387687,2.0,0.1896063811162408
69,1906-10-01,2,0,1,0.07506510387203112,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.37187405121266864,b'',1906,0.09472866936387687,2.0,0.1896063811162408
70,1906-11-01,2,0,1,0.0,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.013791213415844973,b'',1906,0.09472866936387687,2.0,0.1896063811162408
71,1906-12-01,2,0,1,0.0,b'',1906,0.05487771175236393,1.0,0.09487771175236392,3,0.0,b'',1906,0.09472866936387687,2.0,0.1896063811162408
72,1907-01-01,2,0,1,0.0,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.0,b'',1907,0.09470330728333573,2.0,0.1899815306417924
73,1907-02-01,2,0,1,0.0,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.0,b'',1907,0.09470330728333573,2.0,0.1899815306417924
74,1907-03-01,2,0,1,0.0,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.0,b'',1907,0.09470330728333573,2.0,0.1899815306417924
75,1907-04-01,2,0,1,0.008019684561992748,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.0,b'',1907,0.09470330728333573,2.0,0.1899815306417924
76,1907-05-01,2,0,1,0.0589667033020896,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.0718380856764545,b'',1907,0.09470330728333573,2.0,0.1899815306417924
77,1907-06-01,2,0,1,0.049002319880516544,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.2718555161217231,b'',1907,0.09470330728333573,2.0,0.1899815306417924
78,1907-07-01,2,0,1,0.04766852075364627,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.2803203500041907,b'',1907,0.09470330728333573,2.0,0.1899815306417924
79,1907-08-01,2,0,1,0.05400395491352634,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.300576430773608,b'',1907,0.09470330728333573,2.0,0.1899815306417924
80,1907-09-01,2,0,1,0.1406716232373386,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.4215433834483978,b'',1907,0.09470330728333573,2.0,0.1899815306417924
81,1907-10-01,2,0,1,0.1206972237100216,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.49596487851529064,b'',1907,0.09470330728333573,2.0,0.1899815306417924
82,1907-11-01,2,0,1,0.0,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.18156888029329674,b'',1907,0.09470330728333573,2.0,0.1899815306417924
83,1907-12-01,2,0,1,0.0,b'',1907,0.05527822335845668,1.0,0.09527822335845668,3,0.0,b'',1907,0.09470330728333573,2.0,0.1899815306417924
84,1908-01-01,2,0,1,0.0,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.0,b'',1908,0.09466843245440516,2.0,0.18953600568548193
85,1908-02-01,2,0,1,0.0,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.0,b'',1908,0.09466843245440516,2.0,0.18953600568548193
86,1908-03-01,2,0,1,0.0,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.0,b'',1908,0.09466843245440516,2.0,0.18953600568548193
87,1908-04-01,2,0,1,0.0,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.0,b'',1908,0.09466843245440516,2.0,0.18953600568548193
88,1908-05-01,2,0,1,0.09183247643912867,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.01873418560723598,b'',1908,0.09466843245440516,2.0,0.18953600568548193
89,1908-06-01,2,0,1,0.07860893398439757,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.2504333850139244,b'',1908,0.09466843245440516,2.0,0.18953600568548193
90,1908-07-01,2,0,1,0.07057860858465495,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.3403481200890356,b'',1908,0.09466843245440516,2.0,0.18953600568548193
91,1908-08-01,2,0,1,0.04862639887072284,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.27256295865575353,b'',1908,0.09466843245440516,2.0,0.18953600568548193
92,1908-09-01,2,0,1,0.06269087693085879,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.3176134219857517,b'',1908,0.09466843245440516,2.0,0.18953600568548193
93,1908-10-01,2,0,1,0.0214744847039562,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.24162454847986295,b'',1908,0.09466843245440516,2.0,0.18953600568548193
94,1908-11-01,2,0,1,0.0,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.0,b'',1908,0.09466843245440516,2.0,0.18953600568548193
95,1908-12-01,2,0,1,0.0,b'',1908,0.05486757323107677,1.0,0.09486757323107678,3,0.0,b'',1908,0.09466843245440516,2.0,0.18953600568548193
96,1909-01-01,2,0,1,0.0,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.0,b'',1909,0.09461398523758198,2.0,0.18964632522642091
97,1909-02-01,2,0,1,0.0,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.0,b'',1909,0.09461398523758198,2.0,0.18964632522642091
98,1909-03-01,2,0,1,0.0,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.0,b'',1909,0.09461398523758198,2.0,0.18964632522642091
99,1909-04-01,2,0,1,0.0,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.0,b'',1909,0.09461398523758198,2.0,0.18964632522642091
100,1909-05-01,2,0,1,0.05533658668881587,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.02359379435790973,b'',1909,0.09461398523758198,2.0,0.18964632522642091
101,1909-06-01,2,0,1,0.051139688815740214,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.24369772505962023,b'',1909,0.09461398523758198,2.0,0.18964632522642091
102,1909-07-01,2,0,1,0.05463628725959899,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.3111760734785988,b'',1909,0.09461398523758198,2.0,0.18964632522642091
103,1909-08-01,2,0,1,0.06341519120364525,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.32468389003794923,b'',1909,0.09461398523758198,2.0,0.18964632522642091
104,1909-09-01,2,0,1,0.08468040261680453,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.3638421996579113,b'',1909,0.09461398523758198,2.0,0.18964632522642091
105,1909-10-01,2,0,1,0.016244325238844354,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.21453158080063714,b'',1909,0.09461398523758198,2.0,0.18964632522642091
106,1909-11-01,2,0,1,0.0,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.0,b'',1909,0.09461398523758198,2.0,0.18964632522642091
107,1909-12-01,2,0,1,0.0,b'',1909,0.05503233998883894,1.0,0.09503233998883895,3,0.0,b'',1909,0.09461398523758198,2.0,0.18964632522642091
108,1910-01-01,2,0,1,0.0,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.0,b'',1910,0.09457280864140083,2.0,0.18988256130423967
109,1910-02-01,2,0,1,0.0,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.0,b'',1910,0.09457280864140083,2.0,0.18988256130423967
110,1910-03-01,2,0,1,0.0,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.0,b'',1910,0.09457280864140083,2.0,0.18988256130423967
111,1910-04-01,2,0,1,0.0,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.0,b'',1910,0.09457280864140083,2.0,0.18988256130423967
112,1910-05-01,2,0,1,0.042976876406104855,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.03958416752693574,b'',1910,0.09457280864140083,2.0,0.18988256130423967
113,1910-06-01,2,0,1,0.051655803268768216,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.25512585427196094,b'',1910,0.09457280864140083,2.0,0.18988256130423967
114,1910-07-01,2,0,1,0.048872625395352705,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.24581063529661903,b'',1910,0.09457280864140083,2.0,0.18988256130423967
115,1910-08-01,2,0,1,0.04750000000000003,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.22526713599528572,b'',1910,0.09457280864140083,2.0,0.18988256130423967
116,1910-09-01,2,0,1,0.06456421809178442,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.31784285527471706,b'',1910,0.09457280864140083,2.0,0.18988256130423967
117,1910-10-01,2,0,1,0.04693342616042661,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.2795803721798216,b'',1910,0.09457280864140083,2.0,0.18988256130423967
118,1910-11-01,2,0,1,0.0,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.0,b'',1910,0.09457280864140083,2.0,0.18988256130423967
119,1910-12-01,2,0,1,0.0,b'',1910,0.05530975266283884,1.0,0.09530975266283884,3,0.0,b'',1910,0.09457280864140083,2.0,0.18988256130423967
120,1911-01-01,2,0,1,0.0,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.0,b'',1911,0.09454335253320892,2.0,0.19002638212017128
121,1911-02-01,2,0,1,0.0,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.0,b'',1911,0.09454335253320892,2.0,0.19002638212017128
122,1911-03-01,2,0,1,0.0,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.0,b'',1911,0.09454335253320892,2.0,0.19002638212017128
123,1911-04-01,2,0,1,0.0,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.0,b'',1911,0.09454335253320892,2.0,0.19002638212017128
124,1911-05-01,2,0,1,0.09103963426732538,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.01348420145401712,b'',1911,0.09454335253320892,2.0,0.19002638212017128
125,1911-06-01,2,0,1,0.061840814527029164,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.22300713707107916,b'',1911,0.09454335253320892,2.0,0.19002638212017128
126,1911-07-01,2,0,1,0.06613744558963054,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.3381545440905228,b'',1911,0.09454335253320892,2.0,0.19002638212017128
127,1911-08-01,2,0,1,0.06363279697804466,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.3277710768463142,b'',1911,0.09454335253320892,2.0,0.19002638212017128
128,1911-09-01,2,0,1,0.08544199500333313,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.36317504592498756,b'',1911,0.09454335253320892,2.0,0.19002638212017128
129,1911-10-01,2,0,1,0.09894922358105152,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.4053911924073405,b'',1911,0.09454335253320892,2.0,0.19002638212017128
130,1911-11-01,2,0,1,0.0,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.07167250882339944,b'',1911,0.09454335253320892,2.0,0.19002638212017128
131,1911-12-01,2,0,1,0.0,b'',1911,0.05548302958696237,1.0,0.09548302958696236,3,0.0,b'',1911,0.09454335253320892,2.0,0.19002638212017128
132,1912-01-01,2,0,1,0.0,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.0,b'',1912,0.09453284397947379,2.0,0.18960379575898967
133,1912-02-01,2,0,1,0.0,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.0,b'',1912,0.09453284397947379,2.0,0.18960379575898967
134,1912-03-01,2,0,1,0.0,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.0,b'',1912,0.09453284397947379,2.0,0.18960379575898967
135,1912-04-01,2,0,1,0.019107313370227644,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.0,b'',1912,0.09453284397947379,2.0,0.18960379575898967
136,1912-05-01,2,0,1,0.05381960611666019,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.09993608942777317,b'',1912,0.09453284397947379,2.0,0.18960379575898967
137,1912-06-01,2,0,1,0.08418046531857525,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.3429416716291649,b'',1912,0.09453284397947379,2.0,0.18960379575898967
138,1912-07-01,2,0,1,0.09550004487528355,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.3810418589451375,b'',1912,0.09453284397947379,2.0,0.18960379575898967
139,1912-08-01,2,0,1,0.12791078275025847,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.4143556539429624,b'',1912,0.09453284397947379,2.0,0.18960379575898967
140,1912-09-01,2,0,1,0.16039294958298292,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.4521003963588372,b'',1912,0.09453284397947379,2.0,0.18960379575898967
141,1912-10-01,2,0,1,0.11183863289001482,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.4312868158802038,b'',1912,0.09453284397947379,2.0,0.18960379575898967
142,1912-11-01,2,0,1,0.0,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.04702544576302812,b'',1912,0.09453284397947379,2.0,0.18960379575898967
143,1912-12-01,2,0,1,0.0,b'',1912,0.05507095177951589,1.0,0.09507095177951588,3,0.0,b'',1912,0.09453284397947379,2.0,0.18960379575898967
144,1913-01-01,2,0,1,0.0,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.0,b'',1913,0.09451012746054552,2.0,0.189517952329275
145,1913-02-01,2,0,1,0.0,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.0,b'',1913,0.09451012746054552,2.0,0.189517952329275
146,1913-03-01,2,0,1,0.0,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.0,b'',1913,0.09451012746054552,2.0,0.189517952329275
147,1913-04-01,2,0,1,0.0003954773521753455,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.0,b'',1913,0.09451012746054552,2.0,0.189517952329275
148,1913-05-01,2,0,1,0.052788195447527136,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.041789398047263206,b'',1913,0.09451012746054552,2.0,0.189517952329275
149,1913-06-01,2,0,1,0.048624939280091616,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.26239950075999846,b'',1913,0.09451012746054552,2.0,0.189517952329275
150,1913-07-01,2,0,1,0.04750000000000003,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.23951030245077456,b'',1913,0.09451012746054552,2.0,0.189517952329275
151,1913-08-01,2,0,1,0.09283007992478107,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.3511158915904251,b'',1913,0.09451012746054552,2.0,0.189517952329275
152,1913-09-01,2,0,1,0.14103939359726722,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.4321879606706168,b'',1913,0.09451012746054552,2.0,0.189517952329275
153,1913-10-01,2,0,1,0.046388302917355,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.37069911397054617,b'',1913,0.09451012746054552,2.0,0.189517952329275
154,1913-11-01,2,0,1,0.0,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.04599238229057098,b'',1913,0.09451012746054552,2.0,0.189517952329275
155,1913-12-01,2,0,1,0.0,b'',1913,0.0550078248687295,1.0,0.0950078248687295,3,0.0,b'',1913,0.09451012746054552,2.0,0.189517952329275
156,1914-01-01,2,0,1,0.0,b'',1914,0.055068072762012046,1.0,0.09506807276201204,3,0.0,b'',1914,0.09447316012382508,2.0,0.18954123288583713
157,1914-02-01,2,0,1,0.0,b'',1914,0.055068072762012046,1.0,0.09506807276201204,3,0.0,b'',1914,0.09447316012382508,2.0,0.18954123288583713
158,1914-03-01,2,0,1,0.0,b'',1914,0.055068072762012046,1.0,0.09506807276201204,3,0.0,b'',1914,0.09447316012382508,2.0,0.18954123288583713
159,1914-04-01,2,0,1,0.0011995932753572404,b'',1914,0.055068072762012046,1.0,0.09506807276201204,3,0.0,b'',1914,0.09447316012382508,2.0,0.18954123288583713
