,time,x,y,layer,z,type,LWCLAYER
464,1939-09-01,1,0,0,0.05,1.0,0.16652594684706282
465,1939-10-01,1,0,0,0.05,1.0,0.022760048248123926
466,1939-11-01,1,0,0,0.05,1.0,0.0
467,1939-12-01,1,0,0,0.05,1.0,0.0
468,1940-01-01,1,0,0,0.05,1.0,0.0
469,1940-02-01,1,0,0,0.05,1.0,0.0
470,1940-03-01,1,0,0,0.05,1.0,0.0
471,1940-04-01,1,0,0,0.05,1.0,0.08292256804482837
472,1940-05-01,1,0,0,0.05,1.0,0.0688946754606239
473,1940-06-01,1,0,0,0.05,1.0,0.09896923877672778
474,1940-07-01,1,0,0,0.05,1.0,0.07152754668261427
475,1940-08-01,1,0,0,0.05,1.0,0.09496279811931718
476,1940-09-01,1,0,0,0.05,1.0,0.1302548300459439
477,1940-10-01,1,0,0,0.05,1.0,0.08395107963182094
478,1940-11-01,1,0,0,0.05,1.0,0.0
479,1940-12-01,1,0,0,0.05,1.0,0.0
480,1941-01-01,1,0,0,0.05,1.0,0.0
481,1941-02-01,1,0,0,0.05,1.0,0.0
482,1941-03-01,1,0,0,0.05,1.0,0.0
483,1941-04-01,1,0,0,0.05,1.0,0.07286062030689702
484,1941-05-01,1,0,0,0.05,1.0,0.12307121542689489
485,1941-06-01,1,0,0,0.05,1.0,0.09838664672012598
486,1941-07-01,1,0,0,0.05,1.0,0.10606763097466552
487,1941-08-01,1,0,0,0.05,1.0,0.11368473665932216
488,1941-09-01,1,0,0,0.05,1.0,0.1458601933736824
489,1941-10-01,1,0,0,0.05,1.0,0.06069976267626251
490,1941-11-01,1,0,0,0.05,1.0,0.0
491,1941-12-01,1,0,0,0.05,1.0,0.0
492,1942-01-01,1,0,0,0.05,1.0,0.0
493,1942-02-01,1,0,0,0.05,1.0,0.0
494,1942-03-01,1,0,0,0.05,1.0,0.0
495,1942-04-01,1,0,0,0.05,1.0,0.062004980259538836
496,1942-05-01,1,0,0,0.05,1.0,0.09214686558174488
497,1942-06-01,1,0,0,0.05,1.0,0.10129401036772122
498,1942-07-01,1,0,0,0.05,1.0,0.10752616904999658
499,1942-08-01,1,0,0,0.05,1.0,0.15380542205933198
500,1942-09-01,1,0,0,0.05,1.0,0.18912057554676087
501,1942-10-01,1,0,0,0.05,1.0,0.09968344778735591
502,1942-11-01,1,0,0,0.05,1.0,0.0
503,1942-12-01,1,0,0,0.05,1.0,0.0
504,1943-01-01,1,0,0,0.05,1.0,0.0
505,1943-02-01,1,0,0,0.05,1.0,0.0
506,1943-03-01,1,0,0,0.05,1.0,0.0
507,1943-04-01,1,0,0,0.05,1.0,0.046798892254812596
508,1943-05-01,1,0,0,0.05,1.0,0.06725440939966486
509,1943-06-01,1,0,0,0.05,1.0,0.06745449039384789
510,1943-07-01,1,0,0,0.05,1.0,0.07242319231132054
511,1943-08-01,1,0,0,0.05,1.0,0.1342144111511256
512,1943-09-01,1,0,0,0.05,1.0,0.15859050950591114
513,1943-10-01,1,0,0,0.05,1.0,0.09993832427156199
514,1943-11-01,1,0,0,0.05,1.0,0.0
515,1943-12-01,1,0,0,0.05,1.0,0.0
516,1944-01-01,1,0,0,0.05,1.0,0.0
517,1944-02-01,1,0,0,0.05,1.0,0.0
518,1944-03-01,1,0,0,0.05,1.0,0.0
519,1944-04-01,1,0,0,0.05,1.0,0.006500892078555993
520,1944-05-01,1,0,0,0.05,1.0,0.11631953530138478
521,1944-06-01,1,0,0,0.05,1.0,0.08431465343411607
522,1944-07-01,1,0,0,0.05,1.0,0.09563802252304465
523,1944-08-01,1,0,0,0.05,1.0,0.16098982924517719
524,1944-09-01,1,0,0,0.05,1.0,0.18030670289421807
525,1944-10-01,1,0,0,0.05,1.0,0.10434758498344193
526,1944-11-01,1,0,0,0.05,1.0,0.0
527,1944-12-01,1,0,0,0.05,1.0,0.0
528,1945-01-01,1,0,0,0.05,1.0,0.0
529,1945-02-01,1,0,0,0.05,1.0,0.0
530,1945-03-01,1,0,0,0.05,1.0,0.0
531,1945-04-01,1,0,0,0.05,1.0,0.0
532,1945-05-01,1,0,0,0.05,1.0,0.08934964210713148
533,1945-06-01,1,0,0,0.05,1.0,0.12436175285206488
534,1945-07-01,1,0,0,0.05,1.0,0.13647616060974976
535,1945-08-01,1,0,0,0.05,1.0,0.19936439813096127
536,1945-09-01,1,0,0,0.05,1.0,0.2112056856737121
537,1945-10-01,1,0,0,0.05,1.0,0.08244902601145146
538,1945-11-01,1,0,0,0.05,1.0,0.0
539,1945-12-01,1,0,0,0.05,1.0,0.0
540,1946-01-01,1,0,0,0.05,1.0,0.0
541,1946-02-01,1,0,0,0.05,1.0,0.0
542,1946-03-01,1,0,0,0.05,1.0,0.0
543,1946-04-01,1,0,0,0.05,1.0,0.007128298927573249
544,1946-05-01,1,0,0,0.05,1.0,0.1399457931814327
545,1946-06-01,1,0,0,0.05,1.0,0.08428643866578753
546,1946-07-01,1,0,0,0.05,1.0,0.09113308883948978
547,1946-08-01,1,0,0,0.05,1.0,0.13500990836611715
548,1946-09-01,1,0,0,0.05,1.0,0.17366666162447836
549,1946-10-01,1,0,0,0.05,1.0,0.13570910988967422
550,1946-11-01,1,0,0,0.05,1.0,8.326978088892479e-06
551,1946-12-01,1,0,0,0.05,1.0,0.0
552,1947-01-01,1,0,0,0.05,1.0,0.0
553,1947-02-01,1,0,0,0.05,1.0,0.0
554,1947-03-01,1,0,0,0.05,1.0,0.0
555,1947-04-01,1,0,0,0.05,1.0,0.02809523418267599
556,1947-05-01,1,0,0,0.05,1.0,0.12398127542878301
557,1947-06-01,1,0,0,0.05,1.0,0.06260229565643034
558,1947-07-01,1,0,0,0.05,1.0,0.08560050490472369
559,1947-08-01,1,0,0,0.05,1.0,0.11453841753238861
560,1947-09-01,1,0,0,0.05,1.0,0.16575460646929435
561,1947-10-01,1,0,0,0.05,1.0,0.06914445932676078
562,1947-11-01,1,0,0,0.05,1.0,0.0
563,1947-12-01,1,0,0,0.05,1.0,0.0
564,1948-01-01,1,0,0,0.05,1.0,0.0
565,1948-02-01,1,0,0,0.05,1.0,0.0
566,1948-03-01,1,0,0,0.05,1.0,0.0
567,1948-04-01,1,0,0,0.05,1.0,0.0017009821853388985
568,1948-05-01,1,0,0,0.05,1.0,0.15833825292994597
569,1948-06-01,1,0,0,0.05,1.0,0.12768429888589009
570,1948-07-01,1,0,0,0.05,1.0,0.21796194739476676
571,1948-08-01,1,0,0,0.05,1.0,0.2051031195986199
572,1948-09-01,1,0,0,0.05,1.0,0.19096988313617075
573,1948-10-01,1,0,0,0.05,1.0,0.09688064303722538
574,1948-11-01,1,0,0,0.05,1.0,0.0
575,1948-12-01,1,0,0,0.05,1.0,0.0
576,1949-01-01,1,0,0,0.05,1.0,0.0
577,1949-02-01,1,0,0,0.05,1.0,0.0
578,1949-03-01,1,0,0,0.05,1.0,0.0
579,1949-04-01,1,0,0,0.05,1.0,0.0
580,1949-05-01,1,0,0,0.05,1.0,0.1179061507264902
581,1949-06-01,1,0,0,0.05,1.0,0.15628801590408076
582,1949-07-01,1,0,0,0.05,1.0,0.2490902645378189
583,1949-08-01,1,0,0,0.05,1.0,0.23509991019585258
584,1949-09-01,1,0,0,0.05,1.0,0.1920117300848194
585,1949-10-01,1,0,0,0.05,1.0,0.09513964166019576
586,1949-11-01,1,0,0,0.05,1.0,0.0
587,1949-12-01,1,0,0,0.05,1.0,0.0
588,1950-01-01,1,0,0,0.05,1.0,0.0
589,1950-02-01,1,0,0,0.05,1.0,0.0
590,1950-03-01,1,0,0,0.05,1.0,0.0
591,1950-04-01,1,0,0,0.05,1.0,0.029732023410402868
592,1950-05-01,1,0,0,0.05,1.0,0.10848321867929606
593,1950-06-01,1,0,0,0.05,1.0,0.06884576008320974
594,1950-07-01,1,0,0,0.05,1.0,0.09445639795332582
595,1950-08-01,1,0,0,0.05,1.0,0.10976954422302576
596,1950-09-01,1,0,0,0.05,1.0,0.10515356222114389
597,1950-10-01,1,0,0,0.05,1.0,0.07016622801970238
598,1950-11-01,1,0,0,0.05,1.0,0.0
599,1950-12-01,1,0,0,0.05,1.0,0.0
600,1951-01-01,1,0,0,0.05,1.0,0.0
601,1951-02-01,1,0,0,0.05,1.0,0.0
602,1951-03-01,1,0,0,0.05,1.0,0.0
603,1951-04-01,1,0,0,0.05,1.0,0.05788225425571173
604,1951-05-01,1,0,0,0.05,1.0,0.06193413480543149
605,1951-06-01,1,0,0,0.05,1.0,0.07027283330373524
606,1951-07-01,1,0,0,0.05,1.0,0.08152911453404846
607,1951-08-01,1,0,0,0.05,1.0,0.10453061444954453
608,1951-09-01,1,0,0,0.05,1.0,0.14037722979206704
609,1951-10-01,1,0,0,0.05,1.0,0.05286696531936076
610,1951-11-01,1,0,0,0.05,1.0,0.0
611,1951-12-01,1,0,0,0.05,1.0,0.0
612,1952-01-01,1,0,0,0.05,1.0,0.0
613,1952-02-01,1,0,0,0.05,1.0,0.0
614,1952-03-01,1,0,0,0.05,1.0,0.0
615,1952-04-01,1,0,0,0.05,1.0,0.002862533352540694
616,1952-05-01,1,0,0,0.05,1.0,0.10148165898790867
617,1952-06-01,1,0,0,0.05,1.0,0.08632856271924273
618,1952-07-01,1,0,0,0.05,1.0,0.10656051758363667
619,1952-08-01,1,0,0,0.05,1.0,0.12397119776646029
620,1952-09-01,1,0,0,0.05,1.0,0.16836337078438102
621,1952-10-01,1,0,0,0.05,1.0,0.10227755904371894
622,1952-11-01,1,0,0,0.05,1.0,0.0
623,1952-12-01,1,0,0,0.05,1.0,0.0
624,1953-01-01,1,0,0,0.05,1.0,0.0
625,1953-02-01,1,0,0,0.05,1.0,0.0
626,1953-03-01,1,0,0,0.05,1.0,0.0
627,1953-04-01,1,0,0,0.05,1.0,0.038609339703948
628,1953-05-01,1,0,0,0.05,1.0,0.05492944534528799
629,1953-06-01,1,0,0,0.05,1.0,0.097529346632475
630,1953-07-01,1,0,0,0.05,1.0,0.09327667755202165
631,1953-08-01,1,0,0,0.05,1.0,0.1276265270739774
632,1953-09-01,1,0,0,0.05,1.0,0.17259627749802403
633,1953-10-01,1,0,0,0.05,1.0,0.0683287965750935
634,1953-11-01,1,0,0,0.05,1.0,0.0
635,1953-12-01,1,0,0,0.05,1.0,0.0
636,1954-01-01,1,0,0,0.05,1.0,0.0
637,1954-02-01,1,0,0,0.05,1.0,0.0
638,1954-03-01,1,0,0,0.05,1.0,0.0
639,1954-04-01,1,0,0,0.05,1.0,0.010122232355967282
640,1954-05-01,1,0,0,0.05,1.0,0.05433095201348253
641,1954-06-01,1,0,0,0.05,1.0,0.08248817359456473
642,1954-07-01,1,0,0,0.05,1.0,0.11383216967900098
643,1954-08-01,1,0,0,0.05,1.0,0.12532389817766265
644,1954-09-01,1,0,0,0.05,1.0,0.17427908433796907
645,1954-10-01,1,0,0,0.05,1.0,0.11714442716966969
646,1954-11-01,1,0,0,0.05,1.0,0.0
647,1954-12-01,1,0,0,0.05,1.0,0.0
648,1955-01-01,1,0,0,0.05,1.0,0.0
649,1955-02-01,1,0,0,0.05,1.0,0.0
650,1955-03-01,1,0,0,0.05,1.0,0.0
651,1955-04-01,1,0,0,0.05,1.0,0.0012097755830133604
652,1955-05-01,1,0,0,0.05,1.0,0.15847831815522195
653,1955-06-01,1,0,0,0.05,1.0,0.15151383941162663
654,1955-07-01,1,0,0,0.05,1.0,0.1883025564498975
655,1955-08-01,1,0,0,0.05,1.0,0.18311581944398855
656,1955-09-01,1,0,0,0.05,1.0,0.1997327982806506
657,1955-10-01,1,0,0,0.05,1.0,0.06966758907183371
658,1955-11-01,1,0,0,0.05,1.0,0.0
659,1955-12-01,1,0,0,0.05,1.0,0.0
660,1956-01-01,1,0,0,0.05,1.0,0.0
661,1956-02-01,1,0,0,0.05,1.0,0.0
662,1956-03-01,1,0,0,0.05,1.0,0.0
663,1956-04-01,1,0,0,0.05,1.0,0.04322874280702517
664,1956-05-01,1,0,0,0.05,1.0,0.11624556937383818
665,1956-06-01,1,0,0,0.05,1.0,0.10402190117939589
666,1956-07-01,1,0,0,0.05,1.0,0.11407496095856663
667,1956-08-01,1,0,0,0.05,1.0,0.14859216272923098
668,1956-09-01,1,0,0,0.05,1.0,0.19117127623440244
669,1956-10-01,1,0,0,0.05,1.0,0.03446775448600485
670,1956-11-01,1,0,0,0.05,1.0,0.0
671,1956-12-01,1,0,0,0.05,1.0,0.0
672,1957-01-01,1,0,0,0.05,1.0,0.0
673,1957-02-01,1,0,0,0.05,1.0,0.0
674,1957-03-01,1,0,0,0.05,1.0,0.0
675,1957-04-01,1,0,0,0.05,1.0,0.05891790425739615
676,1957-05-01,1,0,0,0.05,1.0,0.07194864459646527
677,1957-06-01,1,0,0,0.05,1.0,0.05986534766455283
678,1957-07-01,1,0,0,0.05,1.0,0.06490098076455855
679,1957-08-01,1,0,0,0.05,1.0,0.06549015883311453
680,1957-09-01,1,0,0,0.05,1.0,0.09567364579335988
681,1957-10-01,1,0,0,0.05,1.0,0.07327679981957796
682,1957-11-01,1,0,0,0.05,1.0,0.0
683,1957-12-01,1,0,0,0.05,1.0,0.0
684,1958-01-01,1,0,0,0.05,1.0,0.0
685,1958-02-01,1,0,0,0.05,1.0,0.0
686,1958-03-01,1,0,0,0.05,1.0,0.0
687,1958-04-01,1,0,0,0.05,1.0,0.05619956273513563
688,1958-05-01,1,0,0,0.05,1.0,0.06555409311195642
689,1958-06-01,1,0,0,0.05,1.0,0.08016940669197611
690,1958-07-01,1,0,0,0.05,1.0,0.07822063822773367
691,1958-08-01,1,0,0,0.05,1.0,0.08097142643782107
692,1958-09-01,1,0,0,0.05,1.0,0.0684493933043992
693,1958-10-01,1,0,0,0.05,1.0,0.0021344955340055994
694,1958-11-01,1,0,0,0.05,1.0,0.0
695,1958-12-01,1,0,0,0.05,1.0,0.0
696,1959-01-01,1,0,0,0.05,1.0,0.0
697,1959-02-01,1,0,0,0.05,1.0,0.0
698,1959-03-01,1,0,0,0.05,1.0,0.0
699,1959-04-01,1,0,0,0.05,1.0,0.014684148081962882
700,1959-05-01,1,0,0,0.05,1.0,0.08269010903193655
701,1959-06-01,1,0,0,0.05,1.0,0.06693274377367678
702,1959-07-01,1,0,0,0.05,1.0,0.0893878446367542
703,1959-08-01,1,0,0,0.05,1.0,0.12074140957226774
704,1959-09-01,1,0,0,0.05,1.0,0.1651411287280833
705,1959-10-01,1,0,0,0.05,1.0,0.06138974043354862
706,1959-11-01,1,0,0,0.05,1.0,0.0
707,1959-12-01,1,0,0,0.05,1.0,0.0
708,1960-01-01,1,0,0,0.05,1.0,0.0
709,1960-02-01,1,0,0,0.05,1.0,0.0
710,1960-03-01,1,0,0,0.05,1.0,0.0
711,1960-04-01,1,0,0,0.05,1.0,0.01398279760686736
712,1960-05-01,1,0,0,0.05,1.0,0.12564340662841528
713,1960-06-01,1,0,0,0.05,1.0,0.07574915378902651
714,1960-07-01,1,0,0,0.05,1.0,0.1054125110896287
715,1960-08-01,1,0,0,0.05,1.0,0.13575681734468903
716,1960-09-01,1,0,0,0.05,1.0,0.19473229506878517
717,1960-10-01,1,0,0,0.05,1.0,0.0739314823580969
718,1960-11-01,1,0,0,0.05,1.0,0.0
719,1960-12-01,1,0,0,0.05,1.0,0.0
720,1961-01-01,1,0,0,0.05,1.0,0.0
721,1961-02-01,1,0,0,0.05,1.0,0.0
722,1961-03-01,1,0,0,0.05,1.0,0.0
723,1961-04-01,1,0,0,0.05,1.0,0.009216216535922313
724,1961-05-01,1,0,0,0.05,1.0,0.1203176624164486
725,1961-06-01,1,0,0,0.05,1.0,0.0864084443040181
726,1961-07-01,1,0,0,0.05,1.0,0.11221815256780762
727,1961-08-01,1,0,0,0.05,1.0,0.16134402319700666
728,1961-09-01,1,0,0,0.05,1.0,0.20110546367641047
729,1961-10-01,1,0,0,0.05,1.0,0.07295948627467265
730,1961-11-01,1,0,0,0.05,1.0,0.0
731,1961-12-01,1,0,0,0.05,1.0,0.0
732,1962-01-01,1,0,0,0.05,1.0,0.0
733,1962-02-01,1,0,0,0.05,1.0,0.0
734,1962-03-01,1,0,0,0.05,1.0,0.0
735,1962-04-01,1,0,0,0.05,1.0,0.026538895470630347
736,1962-05-01,1,0,0,0.05,1.0,0.20890798293810947
737,1962-06-01,1,0,0,0.05,1.0,0.1419592147490685
738,1962-07-01,1,0,0,0.05,1.0,0.23008735975183356
739,1962-08-01,1,0,0,0.05,1.0,0.21733625039955037
740,1962-09-01,1,0,0,0.05,1.0,0.20993388076206315
741,1962-10-01,1,0,0,0.05,1.0,0.10846401949181617
742,1962-11-01,1,0,0,0.05,1.0,0.0
743,1962-12-01,1,0,0,0.05,1.0,0.0
744,1963-01-01,1,0,0,0.05,1.0,0.0
745,1963-02-01,1,0,0,0.05,1.0,0.0
746,1963-03-01,1,0,0,0.05,1.0,0.0
747,1963-04-01,1,0,0,0.05,1.0,0.012074519063199177
748,1963-05-01,1,0,0,0.05,1.0,0.14660216996162137
749,1963-06-01,1,0,0,0.05,1.0,0.10886495415815967
750,1963-07-01,1,0,0,0.05,1.0,0.1491460995253425
751,1963-08-01,1,0,0,0.05,1.0,0.18796264444860578
752,1963-09-01,1,0,0,0.05,1.0,0.18394160032462537
753,1963-10-01,1,0,0,0.05,1.0,0.08847409142646692
754,1963-11-01,1,0,0,0.05,1.0,0.0
755,1963-12-01,1,0,0,0.05,1.0,0.0
756,1964-01-01,1,0,0,0.05,1.0,0.0
757,1964-02-01,1,0,0,0.05,1.0,0.0
758,1964-03-01,1,0,0,0.05,1.0,0.0
759,1964-04-01,1,0,0,0.05,1.0,0.0
760,1964-05-01,1,0,0,0.05,1.0,0.11583474077482239
761,1964-06-01,1,0,0,0.05,1.0,0.10666727136674725
762,1964-07-01,1,0,0,0.05,1.0,0.10854730693916412
763,1964-08-01,1,0,0,0.05,1.0,0.13348840962788627
764,1964-09-01,1,0,0,0.05,1.0,0.176818703920253
765,1964-10-01,1,0,0,0.05,1.0,0.10446839312556185
766,1964-11-01,1,0,0,0.05,1.0,0.0
767,1964-12-01,1,0,0,0.05,1.0,0.0
768,1965-01-01,1,0,0,0.05,1.0,0.0
769,1965-02-01,1,0,0,0.05,1.0,0.0
770,1965-03-01,1,0,0,0.05,1.0,0.0
771,1965-04-01,1,0,0,0.05,1.0,0.03147575140197887
772,1965-05-01,1,0,0,0.05,1.0,0.0967144431751575
773,1965-06-01,1,0,0,0.05,1.0,0.08786536324045253
774,1965-07-01,1,0,0,0.05,1.0,0.10187772607638934
775,1965-08-01,1,0,0,0.05,1.0,0.12645190565540565
776,1965-09-01,1,0,0,0.05,1.0,0.18122448128455554
777,1965-10-01,1,0,0,0.05,1.0,0.0556221414481377
778,1965-11-01,1,0,0,0.05,1.0,0.0
779,1965-12-01,1,0,0,0.05,1.0,0.0
780,1966-01-01,1,0,0,0.05,1.0,0.0
781,1966-02-01,1,0,0,0.05,1.0,0.0
782,1966-03-01,1,0,0,0.05,1.0,0.0
783,1966-04-01,1,0,0,0.05,1.0,0.008755788374685547
784,1966-05-01,1,0,0,0.05,1.0,0.16125047921096997
785,1966-06-01,1,0,0,0.05,1.0,0.09773224247302327
786,1966-07-01,1,0,0,0.05,1.0,0.10435075711506228
787,1966-08-01,1,0,0,0.05,1.0,0.09180424539171209
788,1966-09-01,1,0,0,0.05,1.0,0.10264850942715492
789,1966-10-01,1,0,0,0.05,1.0,0.05839862028521767
790,1966-11-01,1,0,0,0.05,1.0,0.0
791,1966-12-01,1,0,0,0.05,1.0,0.0
792,1967-01-01,1,0,0,0.05,1.0,0.0
793,1967-02-01,1,0,0,0.05,1.0,0.0
794,1967-03-01,1,0,0,0.05,1.0,0.0
795,1967-04-01,1,0,0,0.05,1.0,0.048085042629393254
796,1967-05-01,1,0,0,0.05,1.0,0.11834501561222982
797,1967-06-01,1,0,0,0.05,1.0,0.08275699965351486
798,1967-07-01,1,0,0,0.05,1.0,0.1441823115202503
799,1967-08-01,1,0,0,0.05,1.0,0.2012433205297968
800,1967-09-01,1,0,0,0.05,1.0,0.17332043545478434
801,1967-10-01,1,0,0,0.05,1.0,0.0725112431255601
802,1967-11-01,1,0,0,0.05,1.0,0.0
803,1967-12-01,1,0,0,0.05,1.0,0.0
804,1968-01-01,1,0,0,0.05,1.0,0.0
805,1968-02-01,1,0,0,0.05,1.0,0.0
806,1968-03-01,1,0,0,0.05,1.0,0.0
807,1968-04-01,1,0,0,0.05,1.0,0.019342967740658933
808,1968-05-01,1,0,0,0.05,1.0,0.17104284604367678
809,1968-06-01,1,0,0,0.05,1.0,0.10432866366638166
810,1968-07-01,1,0,0,0.05,1.0,0.09681163806372375
811,1968-08-01,1,0,0,0.05,1.0,0.1096504940093941
812,1968-09-01,1,0,0,0.05,1.0,0.10536468638074703
813,1968-10-01,1,0,0,0.05,1.0,0.010591421612895995
814,1968-11-01,1,0,0,0.05,1.0,0.0
815,1968-12-01,1,0,0,0.05,1.0,0.0
816,1969-01-01,1,0,0,0.05,1.0,0.0
817,1969-02-01,1,0,0,0.05,1.0,0.0
818,1969-03-01,1,0,0,0.05,1.0,0.0
819,1969-04-01,1,0,0,0.05,1.0,0.05677397874659417
820,1969-05-01,1,0,0,0.05,1.0,0.0528841079846085
821,1969-06-01,1,0,0,0.05,1.0,0.061763166931425445
822,1969-07-01,1,0,0,0.05,1.0,0.07255509998893205
823,1969-08-01,1,0,0,0.05,1.0,0.09966497448267478
824,1969-09-01,1,0,0,0.05,1.0,0.0913106662663966
825,1969-10-01,1,0,0,0.05,1.0,0.0764612525299963
826,1969-11-01,1,0,0,0.05,1.0,0.0
827,1969-12-01,1,0,0,0.05,1.0,0.0
828,1970-01-01,1,0,0,0.05,1.0,0.0
829,1970-02-01,1,0,0,0.05,1.0,0.0
830,1970-03-01,1,0,0,0.05,1.0,0.0
831,1970-04-01,1,0,0,0.05,1.0,0.019720888154850576
832,1970-05-01,1,0,0,0.05,1.0,0.0658745256927246
833,1970-06-01,1,0,0,0.05,1.0,0.08346788575526068
834,1970-07-01,1,0,0,0.05,1.0,0.08021940797834312
835,1970-08-01,1,0,0,0.05,1.0,0.09527484891197327
836,1970-09-01,1,0,0,0.05,1.0,0.1187058643637211
837,1970-10-01,1,0,0,0.05,1.0,0.005002657036613508
838,1970-11-01,1,0,0,0.05,1.0,0.0
839,1970-12-01,1,0,0,0.05,1.0,0.0
840,1971-01-01,1,0,0,0.05,1.0,0.0
841,1971-02-01,1,0,0,0.05,1.0,0.0
842,1971-03-01,1,0,0,0.05,1.0,0.0
843,1971-04-01,1,0,0,0.05,1.0,0.008070132014617537
844,1971-05-01,1,0,0,0.05,1.0,0.08265046926360073
845,1971-06-01,1,0,0,0.05,1.0,0.06201577252743349
846,1971-07-01,1,0,0,0.05,1.0,0.07092371554007446
847,1971-08-01,1,0,0,0.05,1.0,0.09876187649871976
848,1971-09-01,1,0,0,0.05,1.0,0.1585715249578236
849,1971-10-01,1,0,0,0.05,1.0,0.06960473455104801
850,1971-11-01,1,0,0,0.05,1.0,0.0
851,1971-12-01,1,0,0,0.05,1.0,0.0
852,1972-01-01,1,0,0,0.05,1.0,0.0
853,1972-02-01,1,0,0,0.05,1.0,0.0
854,1972-03-01,1,0,0,0.05,1.0,0.0
855,1972-04-01,1,0,0,0.05,1.0,0.0
856,1972-05-01,1,0,0,0.05,1.0,0.09754921451280218
857,1972-06-01,1,0,0,0.05,1.0,0.061537596471682575
858,1972-07-01,1,0,0,0.05,1.0,0.07563697204823128
859,1972-08-01,1,0,0,0.05,1.0,0.08814556389678678
860,1972-09-01,1,0,0,0.05,1.0,0.13921317115093623
861,1972-10-01,1,0,0,0.05,1.0,0.06761298626658822
862,1972-11-01,1,0,0,0.05,1.0,0.0
863,1972-12-01,1,0,0,0.05,1.0,0.0
864,1973-01-01,1,0,0,0.05,1.0,0.0
865,1973-02-01,1,0,0,0.05,1.0,0.0
866,1973-03-01,1,0,0,0.05,1.0,0.0
867,1973-04-01,1,0,0,0.05,1.0,0.06015682684399263
868,1973-05-01,1,0,0,0.05,1.0,0.06823113927627145
869,1973-06-01,1,0,0,0.05,1.0,0.09060401252041547
870,1973-07-01,1,0,0,0.05,1.0,0.09968684548662125
871,1973-08-01,1,0,0,0.05,1.0,0.13945164866823861
872,1973-09-01,1,0,0,0.05,1.0,0.13720226373085723
873,1973-10-01,1,0,0,0.05,1.0,0.05508115300852044
874,1973-11-01,1,0,0,0.05,1.0,0.0
875,1973-12-01,1,0,0,0.05,1.0,0.0
876,1974-01-01,1,0,0,0.05,1.0,0.0
877,1974-02-01,1,0,0,0.05,1.0,0.0
878,1974-03-01,1,0,0,0.05,1.0,0.0
879,1974-04-01,1,0,0,0.05,1.0,0.05550619377911864
880,1974-05-01,1,0,0,0.05,1.0,0.07250466233797137
881,1974-06-01,1,0,0,0.05,1.0,0.07105344188870759
882,1974-07-01,1,0,0,0.05,1.0,0.08040691451886064
883,1974-08-01,1,0,0,0.05,1.0,0.08314931525966687
884,1974-09-01,1,0,0,0.05,1.0,0.07522835735909073
885,1974-10-01,1,0,0,0.05,1.0,0.03903769486421466
886,1974-11-01,1,0,0,0.05,1.0,0.0
887,1974-12-01,1,0,0,0.05,1.0,0.0
888,1975-01-01,1,0,0,0.05,1.0,0.0
889,1975-02-01,1,0,0,0.05,1.0,0.0
890,1975-03-01,1,0,0,0.05,1.0,0.0
891,1975-04-01,1,0,0,0.05,1.0,0.02630441069074621
892,1975-05-01,1,0,0,0.05,1.0,0.09593024821393042
893,1975-06-01,1,0,0,0.05,1.0,0.07540538367956433
894,1975-07-01,1,0,0,0.05,1.0,0.07562701779269773
895,1975-08-01,1,0,0,0.05,1.0,0.09728512476813278
896,1975-09-01,1,0,0,0.05,1.0,0.09006962851868133
897,1975-10-01,1,0,0,0.05,1.0,0.048174972393043365
898,1975-11-01,1,0,0,0.05,1.0,0.0
899,1975-12-01,1,0,0,0.05,1.0,0.0
900,1976-01-01,1,0,0,0.05,1.0,0.0
901,1976-02-01,1,0,0,0.05,1.0,0.0
902,1976-03-01,1,0,0,0.05,1.0,0.0
903,1976-04-01,1,0,0,0.05,1.0,0.05476333926172883
904,1976-05-01,1,0,0,0.05,1.0,0.07453701036562124
905,1976-06-01,1,0,0,0.05,1.0,0.08443304553128578
906,1976-07-01,1,0,0,0.05,1.0,0.08578610998585884
907,1976-08-01,1,0,0,0.05,1.0,0.08794549164967044
908,1976-09-01,1,0,0,0.05,1.0,0.10667996494112184
909,1976-10-01,1,0,0,0.05,1.0,0.05025859016902338
910,1976-11-01,1,0,0,0.05,1.0,0.0
911,1976-12-01,1,0,0,0.05,1.0,0.0
912,1977-01-01,1,0,0,0.05,1.0,0.0
913,1977-02-01,1,0,0,0.05,1.0,0.0
914,1977-03-01,1,0,0,0.05,1.0,0.0
915,1977-04-01,1,0,0,0.05,1.0,0.008004328286816902
916,1977-05-01,1,0,0,0.05,1.0,0.10958385709082341
917,1977-06-01,1,0,0,0.05,1.0,0.10948540413962397
918,1977-07-01,1,0,0,0.05,1.0,0.09943757984837334
919,1977-08-01,1,0,0,0.05,1.0,0.0723373010300307
920,1977-09-01,1,0,0,0.05,1.0,0.14478494566279343
921,1977-10-01,1,0,0,0.05,1.0,0.0883504416510681
922,1977-11-01,1,0,0,0.05,1.0,0.0
923,1977-12-01,1,0,0,0.05,1.0,0.0
924,1978-01-01,1,0,0,0.05,1.0,0.0
925,1978-02-01,1,0,0,0.05,1.0,0.0
926,1978-03-01,1,0,0,0.05,1.0,0.0
927,1978-04-01,1,0,0,0.05,1.0,0.07105864189149838
928,1978-05-01,1,0,0,0.05,1.0,0.08665834380396874
929,1978-06-01,1,0,0,0.05,1.0,0.10295158169948158
930,1978-07-01,1,0,0,0.05,1.0,0.09450388960620291
