,GPP,NPP,$C_{leaf}$,$C_{stem}$,$C_{root}$,$N_{leaf}$,$N_{stem}$,$N_{root}$
pft0,-0.06379509980867959,0.08827269376155034,0.09697941542222502,0.2439454879270726,-0.012392172930681067,0.15369373358079808,0.04738609454010895,0.6898266620078698
pft1,-0.0033705548301986854,0.009457265881601326,0.010561975177538221,-0.007157340375820071,-0.06176519657651734,0.008190162947789894,-0.18067418871550148,-0.24557656619383397
pft2,-0.062266161504417356,-0.2093138888036565,-0.015481062146218229,-0.004907913942002314,-0.2873814150594458,-0.014910005864871486,0.10823796804276549,-0.17484959909695635
pft3,-0.0019331544147773438,0.04116760121399649,-0.007350195628032359,,-0.014831599778782694,-0.08280221979338168,,-0.007104179237896307
pft4,-0.033463677923402546,-0.19216878104521035,-0.25286135578193664,,,-0.13071228449265518,,
pft5,-0.0023309743523839757,-0.026428171862493514,-0.00013193407696802245,,,0.09125474807174305,,
