NPP_pft0,VEGN_pft0_Leaf,VEGC_pft0_Leaf,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0
43.321831626445054,2.2591624021530152,119.07102432250976,1400.735437631607,1708.6069951161742,19295.738588751723,0.0647822469472885,135.05388441085816
43.45525023192168,2.3084852933883666,123.29616775512696,1398.42025642395,1730.2726172670723,19343.37925439068,0.0647822469472885,135.52954835891722
44.2013681165874,2.205136227607727,118.4507926940918,1401.2476632118226,1742.0622801199556,19359.84129878905,0.0647822469472885,134.97621231079103
44.36483182832599,2.1979623556137087,118.53816757202148,1399.50026140213,1731.8880426302553,19336.304840011035,0.0647822469472885,134.9827028274536
44.56635791286826,2.169776439666748,117.181982421875,1402.9295407295226,1747.2771448001265,19366.18195169784,0.0647822469472885,134.8242720603943
43.82719837278128,2.2548110485076904,120.73015441894532,1400.5369720458984,1716.0203504815695,19307.997854709603,0.0647822469472885,135.23960361480712
42.80690644308925,2.3145535469055174,121.18006134033205,1398.043782043457,1690.703551580012,19262.44623515025,0.0647822469472885,135.26277179718016
44.4895251467824,2.2286136150360107,121.36272735595703,1400.0070618629456,1723.8176035955548,19317.399540006198,0.0647822469472885,135.29402837753295
42.53657199963927,2.317071223258972,120.25763854980468,1399.1464893817902,1697.7431012511254,19281.428444578323,0.0647822469472885,135.16604537963866
43.43724517002702,2.2873190879821776,121.72233963012695,1400.761932849884,1688.3751892365517,19247.328708564302,0.0647822469472885,135.30721445083617
44.65854634866118,2.180268931388855,118.32463684082032,1400.8676706790925,1756.7289671778678,19384.789908305,0.0647822469472885,134.9506866455078
43.55753316879272,2.2660764932632445,120.60628280639648,1398.7046366691588,1698.15085593611,19267.629469720578,0.0647822469472885,135.18150081634522
43.52186476141215,2.230420970916748,117.8064079284668,1401.0216348171234,1695.57434316054,19261.45595340488,0.0647822469472885,134.86922035217285
44.09743042513728,2.201250433921814,117.76109313964844,1401.17747297287,1756.242703156173,19388.065821137767,0.0647822469472885,134.9003761291504
43.52906084880233,2.295437788963318,122.60838088989256,1400.70227560997,1731.8657039284706,19347.331438835547,0.0647822469472885,135.45195474624634
42.60384840369225,2.343540143966675,122.4948875427246,1397.9126331329346,1693.256276750565,19271.832293812677,0.0647822469472885,135.41169414520263
43.40434009209275,2.2749029874801634,120.6527099609375,1398.869229221344,1691.359319834411,19254.607234263614,0.0647822469472885,135.1905074119568
42.71620789244771,2.332710266113281,122.15852890014648,1399.5239730358123,1694.8495500028134,19273.309646338304,0.0647822469472885,135.37154321670533
42.78295819535852,2.306223201751709,120.40587158203124,1399.9946075916291,1709.8101644560695,19304.76949561804,0.0647822469472885,135.2051155090332
42.82325203120708,2.330864596366882,122.46650772094726,1397.8669977664947,1701.6176590949296,19286.84370468856,0.0647822469472885,135.40312700271608
42.255828108638525,2.3530887603759765,121.74233856201172,1399.0843350410462,1689.3171486496926,19267.832869286463,0.0647822469472885,135.33682823181152
44.92600659877062,2.187135601043701,119.87671279907228,1402.7646477222445,1762.2505364924668,19394.27468975884,0.0647822469472885,135.11666173934935
44.12265149876475,2.2536935806274414,121.8304084777832,1400.1299292564393,1749.564268927276,19376.893933149764,0.0647822469472885,135.35296382904053
43.97817324027419,2.224177479743957,119.01815795898438,1400.7601556777954,1751.1208705365657,19380.09973288502,0.0647822469472885,135.04439392089844
42.35238914862275,2.360288405418396,122.68204040527344,1399.4691499233245,1686.670773795992,19261.000569238247,0.0647822469472885,135.43766202926636
43.42039457038045,2.263426852226257,119.75534744262696,1401.1655217170714,1732.865359966457,19349.10919572328,0.0647822469472885,135.14029750823974
43.04501017704606,2.309496092796325,121.78325958251952,1399.2188093662262,1686.8609191469848,19250.079860377056,0.0647822469472885,135.32355279922484
43.05250891596079,2.3102070569992064,121.7892807006836,1400.0024870872498,1711.804846522212,19307.191867580685,0.0647822469472885,135.36099500656127
42.85291797816753,2.296659827232361,120.04230728149416,1399.0827332019803,1686.7332400977612,19252.705405968707,0.0647822469472885,135.13570289611818
42.35414658486843,2.3598608493804933,122.65522155761718,1397.0957254886628,1683.6364743836225,19254.219378771017,0.0647822469472885,135.435848903656
43.36591461673379,2.293526220321655,121.79427642822266,1400.969269657135,1730.695957556367,19346.082845114423,0.0647822469472885,135.36675395965577
44.47624673545361,2.2181178092956544,120.50580825805665,1400.8691740512847,1744.5314384818078,19362.786494148942,0.0647822469472885,135.1987585067749
43.29527571052313,2.253379726409912,118.614852142334,1400.7233839988708,1686.5003188289702,19244.658127031427,0.0647822469472885,134.96583948135375
43.67975470423698,2.2439822912216187,119.33238296508787,1401.542546701431,1742.7217101603746,19366.273468108287,0.0647822469472885,135.08657512664794
43.11849239170552,2.338741183280945,124.21710891723632,1398.5216520309448,1720.3757992312312,19325.281864644367,0.0647822469472885,135.62562675476073
43.71965614408255,2.2827762842178343,122.42235565185548,1400.9324683189393,1712.954198729992,19302.81325131351,0.0647822469472885,135.42836332321167
44.026353082060815,2.225148248672485,119.27654266357422,1401.1038878440856,1715.726786632836,19304.690233120065,0.0647822469472885,135.0734839439392
43.23109456673264,2.2694100618362425,119.46986618041991,1399.0822199344634,1717.101728387177,19314.84936476216,0.0647822469472885,135.10045118331908
44.16023240834475,2.231885004043579,120.31625213623047,1401.1016398906709,1757.7643076002598,19391.69296720178,0.0647822469472885,135.18406744003295
43.33438315540552,2.2771554470062254,120.53978881835936,1398.2623699188232,1696.9770279511808,19268.454303366656,0.0647822469472885,135.17948541641235
44.11368336603046,2.2265365600585936,119.72504196166992,1400.1014676570892,1734.139941212535,19344.495627136308,0.0647822469472885,135.1206030845642
44.808644557744266,2.180089831352234,118.88732986450196,1403.5903423309326,1771.2467219352725,19411.796140459377,0.0647822469472885,135.00836191177368
