,GPP,NPP,$C_{leaf}$,$C_{stem}$,$C_{root}$,$N_{leaf}$,$N_{stem}$,$N_{root}$
pft0,-0.14810100235542467,-0.0459681431255643,-0.03776453921669398,-0.7507316142634342,-0.22599012269001256,-0.007953542556488918,-0.3024757892499415,-0.09235399000738798
pft1,-0.6536040192609057,-0.7403162669097286,-0.2230431420708957,-0.12835902487761094,-0.13150267473366847,-0.06669286893832199,-0.020131817332615983,-0.3621750926253838
pft2,-0.014657039368199565,-0.14186487981523782,-0.052109803984823976,,-0.16812120204693395,-0.9806248535665029,,-0.013742669841996511
pft3,-0.13543429486818637,-0.7319314715988888,-0.09331921534906877,,-0.1418900806025455,-0.034954522210552084,,-0.07102254572721048
pft4,-0.004178891176539468,0.034064622818572046,0.0005870270729064972,,,0.0016558590438662465,,
