INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3,SHLWC,DEEPC,MINEC,AVLN,NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,VEGC_pft0_Leaf,VEGC_pft0_Stem,VEGC_pft0_Root,VEGC_pft1_Leaf,VEGC_pft1_Stem,VEGC_pft1_Root,VEGC_pft2_Leaf,VEGC_pft2_Stem,VEGC_pft2_Root,VEGC_pft3_Leaf,VEGN_pft0_Leaf,VEGN_pft0_Stem,VEGN_pft0_Root,VEGN_pft1_Leaf,VEGN_pft1_Stem,VEGN_pft1_Root,VEGN_pft2_Leaf,VEGN_pft2_Stem,VEGN_pft2_Root,VEGN_pft3_Leaf
341.16786006689074,24.37424540966749,49.762561589479446,58.522235774993895,1043.1706199645996,3478.1424598693848,106918.33581943034,1.208800710417563,100.9145159975782,3.589202472459874,9.367037177039313,20.04700365439057,346.63173522949216,873.4011047363281,217.26448669433597,6.331736660003662,2.0082589864730838,0.0621769595891237,5.186762952804566,211.63609313964844,3.073783206939697,345.74449157714844,6.498778057098389,24.61991958618164,4.570493173599243,0.2839483737945557,0.0458619199693203,0.0019832938676699,0.583183491230011,5.710128784179688,0.0801261119544506,3.497798037528992
342.1683289859444,25.21271345317364,51.13996058702469,61.19344758987427,654.47941876892,9450.243038083054,23187.92882059421,2.499818616757693,143.9800401144501,11.885319738090038,18.86133711384609,21.72860470712185,464.8992248535157,1745.2246826171877,532.2623168945313,8.891521167755126,120.92106094360352,3.776729416847229,6.2282805919647215,444.6179931640625,6.689441871643067,371.4484619140625,8.71606969833374,55.169199752807614,11.124870109558106,0.4028581440448761,2.789392471313477,0.1265519306063652,0.7027653455734253,11.810236930847168,0.1705480724573135,3.7063111305236816
339.5410977408756,26.5866129308939,53.3791385114193,61.46327676773071,953.680818414688,5941.848313492536,24838.41457911078,14.224593419593294,151.98561764751213,13.841663890331985,18.94744211807847,22.40190646573901,457.4209014892578,2150.996533203125,517.1048095703125,9.07369899749756,158.19246368408204,5.404213953018188,6.420387220382691,460.1108917236328,6.472324323654175,387.6738220214844,8.575905418395996,56.975715255737306,10.910105419158937,0.4100978255271911,3.620098900794983,0.1695749580860138,0.6812604784965515,12.59101161956787,0.1683351263403892,3.830513620376587
320.9427146911621,22.389827966690063,47.65012972056866,59.59358215332031,1030.0966033935547,3444.5170469284058,105019.67141452638,0.2391151841091101,32.15470498632749,0.7739296186578032,1.1918184749083591,21.55898042023182,131.48876953125,8.723387680611984e-14,2.024636816029156e-14,1.4259178638458252,1.7424799684330517e-15,5.602196503801136e-17,2.6936676502227783,15.387556076049805,0.2485437989234924,350.1532592773437,2.4652364253997803,6.689176927920926e-07,4.2233360535119934e-16,0.065170794725418,3.990241850850471e-17,1.7472118352748264e-18,0.2815744876861572,0.409699022769928,0.0063459239900112,3.4700803756713867
345.35042692071295,24.27789292894304,50.75328204333782,59.91692399978638,607.4283180117607,5944.407650363445,24778.21065788537,9.597522685281,119.29448197350868,5.398692039761227,12.5160507212393,23.894103714078664,425.2038330078125,1082.8687622070313,264.0865539550781,7.148400545120239,24.815420722961427,0.7801173627376556,5.993447208404541,280.9948333740234,4.125376152992248,387.2131988525391,7.97191014289856,30.72430877685547,5.632409477233887,0.3255929082632064,0.5694792211055756,0.024631698615849,0.6270831406116486,7.38069977760315,0.1086856044828891,3.706836462020874
283.7681465148926,23.63124179840088,49.00373136997223,64.35677814483643,1854.940426826477,3519.7734909057617,97385.0052277185,0.3410030929371714,21.54975407978418,0.5551284249813762,0.7336245476908516,23.82332494109869,89.41785430908203,5.711935237946372e-14,1.6019920748300015e-14,1.0088025331497192,9.665943900284116e-16,3.1879615915793304e-17,1.9606696367263796,8.313984870910645,0.1274966150522232,413.8917846679688,1.6764339208602903,6.844306426501134e-07,3.392773979554408e-16,0.0461357124149799,2.2645463398843528e-17,1.0167754857711913e-18,0.222730815410614,0.2230444550514221,0.0031598974019289,4.067287445068359
352.3978350783,25.2363893032074,51.37965123653412,61.65307359695434,647.5106607064605,6488.21875282377,25352.490826780457,1.3933758029088494,140.70442451454764,10.67877526441589,17.396266362816096,23.740276469290254,457.4886169433594,2133.301806640625,536.2379516601562,8.844647789001465,105.89306259155272,3.5829657554626464,6.240516281127929,421.4113098144532,5.95245394706726,412.6669860839844,8.577137660980224,61.18006896972656,11.340486812591552,0.4036141902208328,2.4263532400131225,0.11107177734375,0.702784639596939,11.307874584197998,0.1545640230178833,3.998647046089173
283.7621383666992,23.58743476867676,49.12935453653336,64.48494338989258,1848.587878704071,3519.812957763672,97719.80681021792,0.3410030929371714,21.840404049413337,0.5692316329514142,0.7846966135548428,25.893801480531693,90.63844299316406,6.088621360561542e-14,1.544449721650569e-14,1.0503772497177124,9.074012395149983e-16,3.206194736775143e-17,2.0874252319335938,9.20632266998291,0.1407412588596344,425.72064208984375,1.6993341445922852,4.6695105595517814e-07,3.2917061935764823e-16,0.0471612267196178,2.1333794002531454e-17,1.049976426928023e-18,0.2190942019224167,0.2500887513160705,0.0036249747499823,4.065159320831299
346.6627056663856,24.595255287736656,50.68332517743111,57.06809978485107,608.1154078483581,5981.07713996116,25010.65145963528,10.378400267797,117.4694297469221,5.907108149286069,11.322005779109896,20.461361522227527,421.96739196777344,1023.416015625,266.02833251953126,7.382039976119995,38.431359100341794,1.3298296093940736,5.891511726379394,252.4441055297852,3.9082454442977914,353.0416687011719,7.911401462554932,30.434791374206544,5.705720376968384,0.3380968570709228,0.9135339975357056,0.0404151894152164,0.6728923082351684,7.028029203414917,0.1032050222158432,3.51222083568573
341.2035743256565,25.0164707005024,50.097280687093736,60.89466543197632,836.6876712076366,7694.397056508996,25627.20945999833,3.993266954709543,158.32280734573578,13.030443034647032,17.40702459951863,22.472703874856236,480.4304748535157,2554.5384765625,532.0693115234375,9.08307704925537,142.47557525634767,5.209656238555908,6.278794956207276,417.0803985595703,6.157719659805298,392.7068328857422,9.007284355163574,64.72722549438477,11.414990139007568,0.413550266623497,3.264846992492676,0.1499690800905227,0.7236597597599029,11.614764881134032,0.1572359159588813,3.8635823249816896
