,GPP,NPP,$C_{leaf}$,$C_{stem}$,$C_{root}$,$N_{leaf}$,$N_{stem}$,$N_{root}$
pft0,0.1086768632087568,-0.009641371584757974,0.05676679509066428,0.25352798439448465,0.05688844393509118,0.03297859960147549,0.559840408974398,0.16951382615706398
pft1,0.004935839320503621,0.0022114992084457524,-0.002084954011020614,0.013174071415444896,-0.0035260038611465176,-0.004456500678381913,0.01050131306008243,0.0018912106082990144
pft2,0.014150401575451027,0.012040190472313653,-0.000904483714710014,0.04180482316674759,-0.012839093748267088,7.256583367150349e-06,0.04046224742709023,0.0020377330383291063
pft3,0.01792486311265562,-0.01856445713441579,0.07394240416908335,,,0.031627538543539224,,
