NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,VEGN_pft0_Leaf,VEGN_pft0_Stem,VEGN_pft0_Root,VEGN_pft1_Leaf,VEGN_pft1_Stem,VEGN_pft1_Root,VEGN_pft2_Leaf,VEGN_pft3_Leaf,VEGC_pft0_Leaf,VEGC_pft0_Stem,VEGC_pft0_Root,VEGC_pft1_Leaf,VEGC_pft1_Stem,VEGC_pft1_Root,VEGC_pft2_Leaf,VEGC_pft3_Leaf,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3
156.53782800789924,31.715221290662885,2.0910027913749216,21.82635313980281,14.16014404296875,4.329407644271851,4.092016792297363,0.2405833423137665,3.639145231246948,6.265490293502808,0.0239153385162353,0.7973608493804931,129.48525695800782,1534.5177368164063,435.33704833984376,4.536049652099609,175.4377227783203,393.27361755371095,2.0379021644592283,38.50303230285645,881.0861343383789,2456.193997144699,5149.901836058195,0.2483054697746411,668.6218800736591,54.571169594163074,4.212771999835968,41.3511163726449
162.3314923746744,28.888462699437515,2.0215778237208726,23.40085358284414,12.37448205947876,4.45440707206726,4.276289463043213,0.2426739960908889,3.0586371660232543,5.7459752559661865,0.0243019806221127,0.8118883371353149,138.03340911865234,1577.5851806640626,455.92209777832034,4.569249343872071,148.55837860107422,341.09490966796875,2.0497873783111573,39.717634201049805,921.527808380127,2452.2631061315537,5129.218688552593,0.2580983720021322,667.6553727235645,53.16704574580071,4.147734480258078,41.31730194017291
153.0150816471083,29.098827374447136,2.05408542258665,22.25543259344995,11.299914073944093,4.304863500595093,3.7665429592132567,0.2348251774907112,3.0382928371429445,5.397692489624023,0.0242600252851843,0.7616053223609924,133.5532455444336,1524.25205078125,401.5087005615234,4.427890062332153,145.7312789916992,323.5008575439453,2.0518712997436523,36.95214424133301,900.833196258545,2338.982117152214,5167.761991066695,0.2407526926835999,669.6344860021024,53.35284557124832,4.1898019592743365,41.186859210580586
152.19679346312768,27.695002913312056,2.016344103403389,23.82246381379664,11.143730545043946,4.356195306777954,3.859824633598328,0.2401100233197212,2.871033048629761,5.33171238899231,0.0247172262519598,0.8046692967414856,135.71154174804687,1528.2677001953125,410.10683288574216,4.513154077529907,130.76710052490233,317.72292175292966,2.079538917541504,39.48841743469238,897.1677547454834,2377.499239206314,5105.540047193016,0.2509111312916502,668.9969538044185,52.88618457692792,4.164548874646425,41.34957768246532
148.2442771891132,27.448657325096427,2.001088282652199,22.93646872974932,12.200724697113037,4.387736177444458,4.08049328327179,0.2288192719221115,2.904965901374817,5.075392341613769,0.0254859071224927,0.8024231135845185,133.71626892089844,1600.02509765625,435.28021850585935,4.29762635231018,134.61680755615234,309.7550262451172,2.120848798751831,39.11862297058106,999.280490398407,2694.2187645435333,5242.281505240127,0.2412806449923664,667.0237153388559,53.000096752145325,4.197436434077099,41.360144414380194
153.2453184310347,29.35312411431223,2.0145908767357468,22.38168696127832,11.50051383972168,4.257621574401855,4.023767614364624,0.2386334806680679,3.146882939338684,5.773204946517945,0.0247147165238857,0.7748307049274444,136.02019958496095,1495.6198852539062,428.3919616699219,4.489453935623169,153.30675659179687,348.93336791992186,2.07281813621521,37.62094917297363,898.5661710739136,2368.5153722047808,5159.516419572197,0.253830924979411,668.9107481952757,53.45583261527936,4.16743782274425,41.2366594299674
192.48729559248312,29.208642662809872,2.005040049366653,20.87675967402756,12.089509677886962,4.712167501449585,4.382591438293457,0.2327481493353843,2.9115657091140745,5.379107093811035,0.0244545618072152,0.7702622234821319,142.07640686035157,1746.5966186523438,465.9574676513672,4.383038711547852,142.69937896728516,326.7513793945312,2.0583322048187256,36.93595809936524,993.9923676490783,2700.1680544137957,5171.144042809075,0.2539809541543946,666.5312802081928,52.71024507388938,4.13338723522611,41.06102270521224
181.89436243542005,28.46352601249237,1.9718280671164397,23.24737906008959,14.851941013336182,4.860106945037842,4.705212259292603,0.2466063007712364,2.824143099784851,5.371987152099609,0.0249815471470356,0.8506419420242309,138.99288787841795,1709.0048217773438,501.7379638671875,4.643070268630981,130.90416564941407,316.31944580078124,2.0827402114868163,41.55256042480469,949.176733970642,2554.4710906744003,4913.023403068679,0.2576567030046135,665.3682630759664,52.38318670522422,4.12244362058118,41.30365543290973
160.42344346931205,28.273342237761245,2.0835029148496687,22.16117408797145,12.117085266113282,4.706070137023926,4.610421848297119,0.2343411773443222,3.1157596588134764,5.405703401565551,0.0236001340672373,0.8000042498111725,135.00478973388672,1723.554772949219,491.8205108642578,4.409091711044312,142.74952545166016,334.5712493896484,2.0218812465667724,38.758680725097655,1000.2896026611328,2775.5769978761678,5060.323761997698,0.258621986117214,666.4304577478208,53.17629211302847,4.179431915841997,41.3215101890266
189.58676170371476,29.35074979767669,2.0306246493011715,20.71081842072308,12.784145641326903,4.935320711135864,4.328485298156738,0.2516243606805801,3.021838712692261,5.523855924606323,0.0245286434888839,0.7598315894603729,139.1221725463867,1844.4674194335937,460.2268768310547,4.728310251235962,150.59021606445313,323.31004333496094,2.069534659385681,36.38243064880371,995.1081100463869,2681.358183193207,5242.69886327167,0.2245652569690719,675.8683606102131,53.08632882548845,4.171990760602057,41.04570744372904
