INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3,INGPP_pft4,INGPP_pft5,NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,NPP_pft4,NPP_pft5,VEGC_pft0_Leaf,VEGC_pft0_Stem,VEGC_pft0_Root,VEGC_pft1_Leaf,VEGC_pft1_Stem,VEGC_pft1_Root,VEGC_pft2_Leaf,VEGC_pft2_Stem,VEGC_pft2_Root,VEGC_pft3_Leaf,VEGC_pft4_Leaf,VEGC_pft5_Leaf,VEGN_pft0_Leaf,VEGN_pft0_Stem,VEGN_pft0_Root,VEGN_pft1_Leaf,VEGN_pft1_Stem,VEGN_pft1_Root,VEGN_pft2_Leaf,VEGN_pft2_Stem,VEGN_pft2_Root,VEGN_pft3_Leaf,VEGN_pft4_Leaf,VEGN_pft5_Leaf,SHLWC,DEEPC,MINEC,AVLN
432.4331377983093,93.31911894828082,38.43687270879745,118.0215262413025,72.49464778900146,38.5946200966835,160.87823979610113,49.41970728375018,17.436987793259323,65.29551300704479,22.229012608528137,19.341903907433156,787.436328125,1615.6783203125,349.15276489257815,2.0416244506835937,908.111572265625,19.799788856506343,1.99829261302948,115.00638961791992,311.55279235839845,403.8668518066406,115.37271728515626,41.62222175598144,11.957727527618408,17.0735502243042,4.27387228012085,0.088043987751007,5.220442819595337,0.2595980197191238,0.0411290440708398,3.4910685777664185,4.048823547363281,6.230133819580078,2.887078738212585,0.4009880363941193,1290.2773305296898,5365.267789375782,5541.276406562503,0.6460391081869602
432.57042701244353,93.22059755027294,38.37862345650792,117.90214586257936,70.38118486404419,38.67230966091156,158.57046009707264,53.5126635841094,16.58720577416825,65.22053311467171,19.05050986260176,20.20053106695413,780.5646118164062,1613.74072265625,356.86182861328126,1.9879896879196168,952.1096984863282,21.83830070495605,2.0068592548370363,114.71219177246094,304.2911407470703,400.4711883544922,95.9736831665039,41.93380928039551,12.923597526550292,17.042220497131346,4.377063798904419,0.0869686126708984,5.401637411117553,0.2764257609844208,0.0413931749761104,3.423556590080261,4.055294132232666,6.173748588562011,2.531049370765686,0.4002587646245956,1248.5424756765365,5438.788713061809,5228.700152159901,0.6729870513707283
432.041912984848,93.77651415020227,38.40526837483048,117.80614206790924,72.53728239536285,38.5719321846962,148.67028842628935,49.08311973446981,15.609086229209788,64.27186766713858,21.872160586714745,19.246851151809096,778.4191650390625,1428.783203125,339.97454528808595,2.0382174968719484,902.1974304199218,21.00541114807129,2.007679796218872,108.7544952392578,283.1656097412109,374.20436706542966,111.74679412841796,39.59150581359863,12.791265773773194,15.43645362854004,4.1633116722106935,0.0889606639742851,5.185535192489624,0.2710071593523026,0.0410034496337175,3.36207857131958,3.8492562055587767,5.799488353729248,2.817916250228882,0.3816326260566711,1177.221521872282,5248.330720114708,5240.597933497617,0.640858532137645
433.7201524734497,93.63795439004898,38.68428616449237,117.85317878723144,72.449187707901,38.64386701583862,154.9478441784391,52.90259476951324,17.162678282056003,64.96636705696582,21.30987077206373,19.665383688360453,782.6181701660156,1530.3844604492188,348.382958984375,2.0058604001998903,909.39736328125,21.761015319824217,2.0030754923820497,112.16743240356443,326.2046813964844,377.5115264892578,112.49132080078124,40.93553619384765,12.40392475128174,16.528132438659668,4.272386264801026,0.0875211142003536,5.143129062652588,0.2807088166475296,0.0413272075355053,3.344658613204956,4.296143198013306,5.825481796264649,2.8599684953689577,0.3929432421922684,1250.2391000032426,5308.641823279858,5256.438042273012,0.6242937895061914
433.980192232132,94.07029791027308,38.675017160177234,118.06455059051514,72.89914519786835,38.47295452356339,166.1930297329556,52.17040028749034,16.382199106900952,65.1346679225564,21.668794763088226,18.50009466893971,783.5906005859375,1683.5793579101562,364.9300170898438,2.036153054237366,932.1411071777344,22.38688716888428,2.026152515411377,109.24010696411132,304.10499267578126,389.507748413086,115.23650512695312,38.12737922668457,12.211287117004394,17.287239646911623,4.472096061706543,0.0891738876700401,5.309895849227905,0.2834334969520569,0.0414732500910759,3.353579211235046,4.053486013412476,6.009740781784058,2.917593502998352,0.3705586344003677,1234.4075210809708,5384.597590112686,5410.82715793401,0.6361842064121447
434.64373087883,94.29078608155253,38.90141137391329,117.57464456558228,72.75569756031037,38.45114002227783,169.3724097988801,53.56535546951928,17.202292366919572,59.49068806320429,22.37691924124956,17.65044844467193,782.0512939453125,1678.789453125,359.4244323730469,1.9892762064933776,922.699444580078,22.266945838928223,2.0197183966636656,122.77221450805663,301.7022369384766,365.6595153808594,110.0537956237793,37.26964149475098,12.889189910888671,17.03854866027832,4.398952198028565,0.0861289128661155,5.2213883876800535,0.2904047191143036,0.0415189173072576,3.5311304092407227,4.029489803314209,5.801404094696045,2.745222973823547,0.3666321635246277,1255.5032849907875,5438.366940641403,5420.247435541392,0.6837422149284975
429.9510735034943,93.43751666843892,38.26847153007984,117.6360871553421,72.82447030544282,38.35943911075592,159.77307381422725,48.19943639300764,15.94422738375142,65.07681747376918,22.872562716901303,18.578768653050066,781.7887390136718,1694.7999755859375,371.5540771484375,2.058563768863678,873.6945678710938,19.30406627655029,2.004605495929718,109.1531105041504,285.8680450439453,383.8129180908203,118.35213088989258,38.7838737487793,12.386939525604248,17.345458030700684,4.548165893554687,0.0898681797087192,5.063860750198364,0.2552188366651535,0.0413621883839368,3.428799605369568,3.805501747131348,5.921269083023072,2.931466507911682,0.37638880610466,1177.3077529966831,5021.374426031112,5512.749506437441,0.6658957978099351
431.4831819832325,93.69407219588756,38.58208533897996,117.2971846818924,72.89989602565765,38.46877839565277,160.43646969110705,51.70878008967266,16.1507585181389,59.24444345235825,23.458564418554307,18.87750851586461,782.7778747558593,1603.9723510742188,358.53355407714844,2.0267791986465453,906.1424987792968,21.484062957763676,2.028658652305603,120.84922790527344,289.3031524658203,368.14891052246094,115.17586898803712,38.1201099395752,11.91224946975708,16.05175724029541,4.396745347976685,0.0881970442831516,5.12647705078125,0.2689699411392212,0.0417761962860822,3.385759878158569,4.027097511291504,5.848925590515137,2.8236990690231325,0.3687359362840652,1167.2914798736572,5105.803647875786,5488.726682015928,0.6007603481240948
435.1158951759338,94.04269415587189,38.50209782496095,117.97320029735565,74.55100936889649,38.47013508081436,180.8556785847526,49.31235502948984,15.53778005389031,62.99810415804386,24.976789723336697,18.673723427951337,785.4160278320312,1925.8592163085937,380.7954559326172,2.010223889350891,873.1356323242187,19.32096748352051,1.9925888657569888,105.11186981201172,280.3028045654297,394.3811737060547,129.47354125976562,37.52365913391113,12.67029447555542,19.162671279907222,4.667739486694336,0.0876391068100929,5.001384353637695,0.2549415379762649,0.0407007463276386,3.3125476598739625,3.806191372871399,6.147527122497559,3.118169021606445,0.3638443470001221,1266.7474549353124,5495.162182748318,5568.247504754569,0.7021029918585555
436.0814850784838,93.77668154388668,38.87346149981022,117.54336166381836,72.7819087266922,38.658175921440126,205.3012641335372,48.62369265807793,18.34334149020724,59.99515225887298,22.086309836804865,19.08240466453135,786.2890380859375,2128.808544921875,433.388720703125,2.022281360626221,808.7001037597656,19.346977043151856,2.036370873451233,130.6959030151367,302.4158416748047,367.55673828125,114.5380630493164,40.85183830261231,12.255458545684814,20.308100700378414,5.3027547836303714,0.0872788503766059,4.5949546813964846,0.2560609623789787,0.0417642440646886,3.5011080265045167,3.9648674964904784,5.817005300521851,2.8758952379226685,0.3948739886283874,1299.3578300476074,5760.296491360665,5756.403044355655,0.9482374596758746
