,GPP,NPP,$C_{leaf}$,$C_{stem}$,$C_{root}$,$N_{leaf}$,$N_{stem}$,$N_{root}$
pft0,-0.16838135514913666,-0.1033319713823937,-0.1206460489608967,-0.04545724368335523,-0.4331866834840838,-0.11830168733230018,-0.08653085401356683,-0.6889804611457836
pft1,-0.03745103496058377,0.028551709363034083,-0.07169437275273194,,,-0.05112630052444256,,
