NPP_pft0,NPP_pft1,VEGN_pft0_Leaf,VEGN_pft1_Leaf,VEGN_pft1_Stem,VEGN_pft1_Root,VEGC_pft0_Leaf,VEGC_pft1_Leaf,VEGC_pft1_Stem,VEGC_pft1_Root,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1
106.57616333626213,37.34714274447809,1.3772644758224488,1.2339256882667542,3.365395753740508e-10,5.9420222697781365e-08,113.57421112060548,48.12052421569824,1.3880297711210688e-08,1.436683385591664e-08,2043.900665108096,905.0812296420368,6056.566986042683,1297.5373410263928,197.6350706100464,60.70020036957626
104.92957047335804,37.19059936339776,1.405577552318573,1.3044437766075134,6.564954411203417e-08,2.739332421697327e-06,115.43836059570312,50.99631843566895,3.008477688126732e-06,5.965073751212913e-06,2136.565177345276,5924.480331498022,9881.045809257384,184.60609190539327,196.31213188171387,59.66017189389682
105.90004602484404,36.63666303164179,1.330643320083618,1.2940574526786803,1.2315874826640537e-07,3.5064359735770267e-06,110.51811447143557,50.44245567321777,5.752458764618495e-06,1.1294350906609907e-05,2165.00923538208,6107.920557791623,9831.825938181097,177.82066711278807,194.0925374984741,59.53816656101444
105.21035483032465,36.28449165264294,1.3102877974510192,1.3001036047935486,4.417357718011772e-06,6.62854752590647e-05,108.0156265258789,50.590767288208006,0.0002029680777923,0.000433287085616,2215.835712814331,5901.745407199382,9883.438965865113,187.14302165090987,193.241813659668,59.45543562016578
105.88534662351012,38.70523099372127,1.3753162622451782,1.2732994318008424,4.748952377175986e-11,2.75950051698004e-09,112.75389251708984,50.02198867797851,2.046912550568436e-09,2.3082070144120335e-10,2003.35205604597,617.0719698905945,6243.191817679663,1280.3256354988257,197.10353889465333,60.80472168927291
105.51773020364344,35.53275375644536,1.4094767332077027,1.2821244478225708,9.517005863934891e-11,1.9085656433048823e-08,115.39393615722656,49.43488540649414,4.069344128332375e-09,3.330191322703513e-09,2025.359203343996,805.4489516273146,6116.832533459719,1263.651273686423,197.7583911895752,60.60865035109308
104.32180487886072,36.49186691083567,1.407074546813965,1.318634033203125,0.0004210892785081,0.0034111083984498,114.6131233215332,51.2883659362793,0.0210710904977531,0.1975134141608123,2069.4089226305487,4839.492644657098,9941.466827444416,184.83572156848157,196.3551752090454,59.85622406553479
104.02454890720546,37.862595809361885,1.4396743655204771,1.3528318762779237,4.3228621734670014e-05,0.0003516802440685,116.82708129882812,53.03737411499024,0.0021624674807867,0.0198967726851663,2130.059736540913,5072.702492599736,9971.70499048777,193.02040382827911,197.3431890487671,59.953539004204586
107.16257987618448,37.83062118634844,1.404629158973694,1.2783720016479492,9.486690499826977e-09,7.99122094718996e-08,116.34920806884766,49.97215690612793,4.737350792538564e-07,4.15765828165604e-06,2150.298674201965,429.06788949439897,5953.854024875161,1285.2120716694249,198.82258434295653,60.775907061967146
106.40613509304822,37.01251493399807,1.3234055042266846,1.2982969880104065,4.0377718732997894e-07,1.4701544660056243e-05,109.57417221069336,50.65973129272461,1.888519791464205e-05,2.495538064977154e-05,2108.066016769409,5406.50773204214,9662.75849870293,263.2264527354131,194.97202835083007,59.8949500116233
105.93759521096943,35.59147766571984,1.374766170978546,1.2947162508964538,3.1923177168380344e-08,5.167407437056682e-07,113.64117126464843,50.08606300354004,1.463190380945889e-06,7.997630888212371e-07,2102.175002861023,5506.252594964784,9782.133427214643,196.6000930026998,196.1650833129883,59.810051538902414
