,date,GPP,NPP,RH,RECO,NEE
0,1901-01-01,0.0,-0.5496093748124622,3.4674460533133242,4.017055428125786,4.017055428125786
1,1901-02-01,0.0,-1.0096998508761317,4.167503795761149,5.177203646637281,5.177203646637281
2,1901-03-01,0.0,-4.963638999812247,5.137019643691019,10.100658643503266,10.100658643503266
3,1901-04-01,0.0,-12.906176090153167,6.506946213179617,19.413122303332784,19.413122303332784
4,1901-05-01,62.9076573618222,29.758940603584055,11.280113535438431,44.42883129174879,-18.47882607007341
5,1901-06-01,154.99427342717536,99.34103102982044,121.67390711646294,177.32715504412772,22.332881616952363
6,1901-07-01,165.76818127580918,104.19567097723484,11.628825910962405,73.20133420207094,-92.56684707373824
7,1901-08-01,150.21154582779855,94.0224387049675,15.407611072376312,71.5967243978157,-78.61482142998284
8,1901-09-01,93.99692135018995,51.518849804997444,51.75926339988655,94.23733097205695,0.240409621867002
9,1901-10-01,0.0,-17.69430759974057,7.459169114445103,25.153476714185672,25.153476714185672
10,1901-11-01,0.0,-3.6129973194401828,6.0225077560171485,9.635505075457331,9.635505075457331
11,1901-12-01,0.0,-2.142631355127378,4.705470473971218,6.848101829098596,6.848101829098596
12,1902-01-01,0.0,-1.130387545494159,4.462493400118547,5.5928809456127055,5.5928809456127055
13,1902-02-01,0.0,-2.452007058367599,4.864775502865086,7.316782561232685,7.316782561232685
14,1902-03-01,0.0,-2.129586164257489,5.131968940389925,7.261555104647414,7.261555104647414
15,1902-04-01,0.0,-12.110266040166607,6.460092858294956,18.570358898461564,18.570358898461564
16,1902-05-01,72.04443941288628,36.799162215553224,45.97824395578937,81.22351946274284,9.179080049856566
17,1902-06-01,157.80386215285398,100.43570168316364,114.01637923056842,171.38453670559102,13.580674552737037
18,1902-07-01,160.3624944074545,97.68500006198883,18.68154736024735,81.35904674859194,-79.00344765886257
19,1902-08-01,154.9972973089898,97.56424722075462,6.196150817899252,63.62920544586632,-91.36809186312348
20,1902-09-01,88.5683380421251,48.073431469500065,26.11495789235778,66.60987075513549,-21.958467286989617
21,1902-10-01,0.0,-16.87062765940209,7.882956251560245,24.753583910962334,24.753583910962334
22,1902-11-01,0.0,-2.0705219590236084,4.996749771380564,7.067271730404173,7.067271730404173
23,1902-12-01,0.0,-0.4472967049196086,3.5809698608645704,4.028266565784179,4.028266565784179
24,1903-01-01,0.0,-0.29840668606175313,3.5132263337582117,3.811633019819965,3.811633019819965
25,1903-02-01,0.0,-1.531578300295223,4.076835989020765,5.608414289315988,5.608414289315988
26,1903-03-01,0.0,-3.60837788633944,4.851719984333613,8.460097870673053,8.460097870673053
27,1903-04-01,0.0,-11.741944956127554,6.145574320544256,17.88751927667181,17.88751927667181
28,1903-05-01,64.15320865786634,30.99750734923873,11.068496465391945,44.224198673065985,-19.92900998480036
29,1903-06-01,138.18618804286234,84.31008766591549,107.66718209916144,161.54327474939055,23.357086706528207
30,1903-07-01,167.80649787944276,106.93081904947758,26.98428855916427,87.85997043734824,-79.94652744209452
31,1903-08-01,154.73327344818972,97.31723523139954,0.0005857282893129145,57.41662234553298,-97.31665110265675
32,1903-09-01,77.5389396706014,38.965112149715424,69.59613750784774,108.16996004266548,30.631020372064086
33,1903-10-01,0.0,-12.257585916930111,6.988081849791342,19.245667766721454,19.245667766721454
34,1903-11-01,0.0,-2.263783157301077,3.140683459554566,5.404466616855643,5.404466616855643
35,1903-12-01,0.0,-2.2564697267807787,3.477116543901502,5.733586270682281,5.733586270682281
36,1904-01-01,0.0,-0.40172072716177354,2.7225500564672984,3.124270783629072,3.124270783629072
37,1904-02-01,0.0,-0.3988672915957068,2.7325838682736503,3.131451159869357,3.131451159869357
38,1904-03-02,0.0,-2.122664653474203,3.6019805834657745,5.724645236939978,5.724645236939978
39,1904-04-02,0.0,-16.024866635387298,7.017174274602439,23.042040909989737,23.042040909989737
40,1904-05-02,72.72437265113695,36.583238393068314,57.19441225295304,93.33554283881676,20.611170187679818
41,1904-06-02,144.51278464961797,89.74533154070377,100.90319524751976,155.67065502749756,11.15787037787959
42,1904-07-02,168.5244246815564,106.28361791372299,26.933039797542733,89.17383619044267,-79.35058849111374
43,1904-08-02,152.67048114864156,98.83672253787518,85.27613818636746,139.10990170334117,-13.560579445300391
44,1904-09-02,65.88373488211073,31.4433832205832,49.093286632501986,83.53363753709709,17.649902654986363
45,1904-10-02,0.0,-14.499633332277881,6.757003922684817,21.256637254962698,21.256637254962698
46,1904-11-02,0.0,-3.019433820452832,3.3630507056514034,6.382484526104236,6.382484526104236
47,1904-12-02,0.0,-2.6077270265159314,2.8408696620172122,5.448596688533144,5.448596688533144
48,1905-01-02,0.0,-1.3051186272459745,3.05154823907651,4.356666866322485,4.356666866322485
49,1905-02-02,0.0,-4.000442144133558,3.8954197434795788,7.895861887613137,7.895861887613137
50,1905-03-02,0.0,-7.755791837538709,4.956726754986448,12.712518592525157,12.712518592525157
51,1905-04-02,0.0,-19.348662131262245,7.74510829646897,27.093770427731215,27.093770427731215
52,1905-05-02,108.54930070642149,67.21369190514088,75.83553212863626,117.1711474939948,8.621846787573304
53,1905-06-02,161.7414694147883,104.44926889240742,108.50388365148683,165.7960770811478,4.054607666359516
54,1905-07-02,166.22884690435603,105.3195248991251,16.392114474921982,77.30143223076084,-88.9274146735952
55,1905-08-02,154.90296882239636,98.77434076368809,6.047614378538128,62.1762492671005,-92.72671955529586
56,1905-09-02,53.80945217231056,20.47377072647214,31.556733024233836,64.89241565389966,11.082963481589104
