time,year,month,air_temperature_celsius,precipitation_mm,shortwave_radiation_wm2,vapor_pressure_pa,vpd_pa
1963-08-01,1963,8,11.000856264175924,177.25720915234433,136.52448028673834,1000.5738627078874,312.13642622382304
1963-09-01,1963,9,5.339670075310608,22.928798370273284,121.7897887972608,628.6096982064842,264.56041246228256
1963-10-01,1963,10,-5.270967065134357,35.73480637582094,40.5064467561601,310.07745432476804,102.5028450631873
1963-11-01,1963,11,-22.38138567606606,3.277664362322241,12.37614197530864,69.10905150354164,32.012364337493565
1963-12-01,1963,12,-12.89040972801945,16.022118947148556,1.2245878136200716,164.7071586138067,61.795871987591795
1964-01-01,1964,1,-23.24669443356092,6.691119762905373,5.658413978494624,69.36230044591528,24.257367778751984
1964-02-01,1964,2,-17.092686672868354,23.01277696597026,30.763616698595147,116.76109523767062,43.09461917473894
1964-03-01,1964,3,-18.958554557061944,7.735699241475658,108.52945269327152,90.2360659585868,46.11575628924939
1964-04-01,1964,4,-7.103660074869765,34.872259305153364,174.9566188271605,257.985628369753,100.47485858446464
1964-05-01,1964,5,-0.2222319695256942,45.288015716380414,243.3380032855436,406.71129374595085,194.26100944487376
1964-06-01,1964,6,12.62497800191244,84.5768339279438,239.77393672839503,966.7342606901668,494.59419088646973
1964-07-01,1964,7,13.471193526893558,124.7695220277869,201.9426695041816,1120.958035868319,423.5059281291308
1964-08-01,1964,8,11.516619536697249,80.39629617170974,156.95430331541218,1003.6149980106812,354.7816367130305
1964-09-01,1964,9,5.104023827446838,43.88427261468664,95.54872055844908,676.8585103882556,201.7668116548533
1964-10-01,1964,10,-2.4388801123506028,14.876113281687251,36.00558143971214,393.889433310083,116.61813074351335
1964-11-01,1964,11,-15.332581180996328,20.578264989900678,10.732466049382715,133.3905764139876,51.884144327955454
1964-12-01,1964,12,-30.39526487370972,22.05375350691341,1.3009214456391875,34.985747753528535,13.331260462837498
1965-01-01,1965,1,-20.898638399185643,7.385469052486826,6.171553912783751,78.66525076017773,36.569510259191915
1965-02-01,1965,2,-23.327398749760192,10.789835340023757,35.47803902116402,61.17381205525817,31.772272747601676
1965-03-01,1965,3,-4.312337190361404,26.655395940743176,81.67625629748638,346.95976447811233,96.71867055723442
1965-04-01,1965,4,-4.294378428988978,25.727636186193337,169.57551388888888,307.9619091543684,136.31841220893926
1965-05-01,1965,5,3.203212397585673,19.629500916948928,237.15210722819597,440.2208019339696,328.51260008992176
1965-06-01,1965,6,10.38349931504996,100.61324194352396,218.04025308641977,851.1635588836597,408.64103788904333
1965-07-01,1965,7,13.403565979003927,49.25370757505832,198.0681137992832,1006.028481700028,531.642177856348
1965-08-01,1965,8,9.659104242632509,73.21289295893862,140.0548409498208,881.1532533343501,318.9704543649399
1965-09-01,1965,9,7.132450209723629,96.47705159725815,91.92565427276234,763.9469129065756,247.00869667283132
1965-10-01,1965,10,-11.20844471018802,25.1077913916582,44.9451673223753,195.50409262347884,63.957913684798456
1965-11-01,1965,11,-12.828873782687708,23.764809424559274,11.541942901234568,175.94370705688146,51.69606894500663
1965-12-01,1965,12,-22.77391270873366,31.00661617861178,1.31546146953405,75.97029582540131,21.683917505646264
1966-01-01,1966,1,-24.73893950267501,2.203624511480484,6.848744026284349,50.740031394859365,31.10580386159871
1966-02-01,1966,2,-18.779740851266013,29.733687452225155,33.20347470238095,105.21763785159489,33.24450222293514
1966-03-01,1966,3,-18.58835367182246,10.67956296409278,102.88536136148652,95.52639999373808,45.22673085832936
1966-04-01,1966,4,-5.256610912746851,9.653658726712422,199.65333179012345,276.3374223093056,136.6939502584633
1966-05-01,1966,5,3.780342028217945,46.342198398370726,214.67625224014336,530.6516443867249,270.08757458338926
1966-06-01,1966,6,13.373425992329942,71.32502236376936,246.6803935185185,1008.867457431649,525.7840461041133
