date,RECO_black_spruce_modeled,GPP_black_spruce_modeled,NEE_black_spruce_modeled,RECO_birch_modeled,GPP_birch_modeled,NEE_birch_modeled,GPP_observed_RF,RECO_observed_RF,NEE_observed_RF,GPP_observed_oneflux,RECO_observed_oneflux,NEE_observed_oneflux,tair,nirr,precip
2023-02-01,2.6414415768340405,0.0,2.6414415768340405,1.205645785494312,0.0,1.205645785494312,-1.1169336768615,3.0198905895312,4.136821801075979,2.203179659002181,3.979284752736,1.7453619332153911,-17.04122,19.464552,39.32
2023-03-01,6.5393558768028015,0.0,6.5393558768028015,2.945736672051339,0.0,2.945736672051339,-1.21419420072426,6.461881302204,7.676076822274799,3.956936238434401,9.7803409260168,5.861277696623881,-10.518751,81.55663,19.08
2023-04-01,13.84810887754611,0.0,13.84810887754611,6.243220092614138,0.0,6.243220092614138,-0.95119753507272,9.166582264571998,10.117776653360998,8.017082814526468,17.958475473047997,9.954417272183631,-6.151393,160.17082,26.46
2023-05-01,66.71637039852794,77.8558407620294,-11.13947036350146,70.10916976381031,63.96815142023388,6.141018343576434,36.34612592054201,26.540335586879998,-9.8057801907126,60.82294639718825,57.196050099876,-3.2298774885590187,9.233157,218.57686,24.0
2023-06-01,134.2052261078461,163.695707347797,-29.490481239950896,117.80408052916846,124.2415963940648,-6.437515864896341,74.76055050453299,40.91048818307999,-33.85011999114305,111.6368535019698,67.78495100594976,-44.40577551794024,14.317529,223.92262,44.656
2023-07-01,161.16102620951278,186.19633911264827,-25.03531290313549,93.31251498304255,120.42750520036861,-27.114990217326067,82.6304056116156,59.37033056039999,-23.26008393189,173.3870445278796,145.37629252673997,-26.99957622309855,17.638779,208.2937,47.558
2023-08-01,145.28810416564374,158.01001182341133,-12.721907657767588,92.54524799763885,100.08291164078537,-7.537663643146516,56.7720503814564,71.442744849,14.67073640214,103.02492305825916,106.86584572884,13.992459738336846,14.144018,121.80991,66.56
2023-09-01,96.33632728860539,74.3218812108098,22.014446077795583,50.78042324920307,48.27989001109154,2.5005332381115295,30.46596148033199,43.4381682933,12.972210503160602,72.58540180200444,76.22501309028,4.531930998487545,5.122641,80.06495,58.15
2023-10-01,24.995812013719846,0.0,24.995812013719846,10.309051614456166,0.0,10.309051614456166,1.71654054869574,17.315696107979996,15.599161124406,35.434719427677486,37.61135787457799,41.49518446798216,-3.5493562,31.476076,27.65
2023-11-01,12.495537498578415,0.0,12.495537498578415,4.467812826869704,0.0,4.467812826869704,-0.073584970009416,9.45216655092,9.5257512028854,12.76173375133676,10.8757287583578,0.9887364474853344,-8.371837,7.110337,22.33
