9.54, 1.52, 5.25, 3.08, 5.58, -3.14, -3.64, -9.99, -1.19, -2.95, -16.9, -1.85, -4.9, -3.08, -17.24, 0.01, 0.02, 0.2, 0.15, 0.01, 0.01, 0.0, 0.01, 0.01, 0.03, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.08, 0.04, 0.02
1.24, 1.81, 8.78, 9.05, 4.59, -2.27, -3.06, -19.18, -0.11, -1.0, -19.86, -2.24, -8.44, -11.42, -19.65, 0.13, 0.02, 0.06, 0.0, 0.06, 0.02, 0.03, 0.04, 0.03, 0.07, 0.0, 0.0, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3.62, 1.86, 9.95, 4.56, 1.64, -0.11, -2.23, -19.85, -7.44, -18.07, -1.89, -6.43, -9.0, -0.17, -19.87, 0.14, 0.0, 0.16, 0.0, 0.03, 0.0, 0.08, 0.0, 0.05, 0.03, 0.01, 0.0, 0.0, 0.2, 0.0, 0.0, 0.03, 0.0, 0.0, 0.12
5.57, 4.33, 6.9, 9.98, 9.23, -4.5, -3.53, -2.09, -6.36, -3.16, -7.5, -2.69, -3.61, -2.88, -3.32, 0.01, 0.02, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.03, 0.03, 0.0, 0.19, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0
6.21, 5.58, 3.94, 8.56, 9.8, -0.1, -2.63, -9.45, -9.38, -12.09, -9.95, -13.23, -5.03, -18.53, -16.56, 0.02, 0.03, 0.0, 0.1, 0.02, 0.0, 0.2, 0.0, 0.06, 0.12, 0.02, 0.0, 0.0, 0.0, 0.17, 0.2, 0.05, 0.0, 0.0, 0.0
9.0, 8.74, 1.04, 1.88, 9.7, -5.15, -18.06, -19.97, -19.97, -4.34, -2.02, -5.08, -4.57, -0.13, -5.84, 0.03, 0.1, 0.0, 0.01, 0.01, 0.0, 0.01, 0.0, 0.02, 0.08, 0.03, 0.0, 0.0, 0.2, 0.0, 0.16, 0.02, 0.07, 0.0, 0.0
9.01, 2.33, 4.48, 1.0, 6.77, -9.26, -3.34, -18.98, -18.44, -3.3, -3.46, -13.09, -4.04, -16.86, -3.01, 0.0, 0.02, 0.0, 0.0, 0.01, 0.15, 0.02, 0.0, 0.11, 0.03, 0.01, 0.0, 0.01, 0.0, 0.14, 0.0, 0.0, 0.0, 0.13, 0.07
6.03, 2.17, 6.3, 1.43, 1.63, -0.62, -0.1, -4.38, -1.4, -16.03, -2.64, -2.17, -5.05, -6.49, -19.28, 0.04, 0.03, 0.11, 0.18, 0.02, 0.0, 0.03, 0.0, 0.06, 0.03, 0.0, 0.0, 0.09, 0.0, 0.05, 0.02, 0.0, 0.18, 0.08, 0.0
8.92, 1.75, 2.87, 6.89, 8.35, -0.77, -4.38, -11.52, -14.51, -2.64, -9.75, -0.59, -9.64, -0.54, -2.99, 0.06, 0.05, 0.0, 0.11, 0.19, 0.01, 0.04, 0.01, 0.0, 0.0, 0.0, 0.05, 0.0, 0.18, 0.12, 0.0, 0.03, 0.17, 0.09, 0.0
5.45, 2.25, 3.17, 9.44, 5.85, -13.17, -3.53, -20.0, -3.25, -3.37, -1.5, -0.11, -4.57, -18.14, -15.91, 0.09, 0.02, 0.09, 0.0, 0.02, 0.0, 0.01, 0.0, 0.04, 0.02, 0.19, 0.0, 0.0, 0.13, 0.07, 0.0, 0.0, 0.0, 0.0, 0.0
2.06, 9.13, 1.35, 7.14, 6.65, -4.16, -3.63, -1.53, -19.31, -3.53, -19.51, -15.19, -4.67, -0.1, -3.26, 0.01, 0.03, 0.0, 0.0, 0.02, 0.01, 0.09, 0.01, 0.03, 0.03, 0.14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0
9.94, 8.61, 7.21, 9.83, 9.99, -4.5, -3.53, -13.0, -16.82, -17.3, -6.15, -19.46, -3.7, -2.36, -3.76, 0.01, 0.02, 0.19, 0.0, 0.02, 0.15, 0.2, 0.0, 0.04, 0.03, 0.05, 0.17, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.17
1.02, 7.9, 8.76, 8.15, 2.01, -14.46, -18.47, -11.14, -6.61, -19.37, -4.53, -0.11, -4.1, -4.19, -17.82, 0.0, 0.03, 0.0, 0.0, 0.08, 0.0, 0.01, 0.0, 0.06, 0.05, 0.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19, 0.06, 0.0
5.79, 3.69, 1.33, 3.99, 6.63, -4.49, -3.51, -1.3, -10.91, -3.51, -18.2, -3.46, -4.55, -2.03, -3.29, 0.0, 0.02, 0.2, 0.0, 0.02, 0.01, 0.04, 0.01, 0.03, 0.03, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.05, 0.0
7.01, 5.2, 1.4, 2.51, 6.83, -5.0, -3.54, -8.09, -14.65, -3.3, -19.51, -9.58, -4.68, -0.75, -17.22, 0.0, 0.02, 0.2, 0.0, 0.02, 0.01, 0.07, 0.01, 0.02, 0.05, 0.06, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.03, 0.0
9.65, 8.98, 1.8, 7.47, 6.95, -3.31, -3.5, -2.05, -8.59, -3.93, -17.34, -2.59, -5.08, -3.28, -3.44, 0.01, 0.02, 0.17, 0.02, 0.02, 0.01, 0.01, 0.01, 0.04, 0.02, 0.01, 0.0, 0.0, 0.03, 0.0, 0.0, 0.0, 0.06, 0.03, 0.0
3.84, 6.46, 6.25, 4.55, 6.2, -2.0, -3.54, -9.13, -7.14, -3.48, -18.37, -14.69, -5.48, -2.82, -3.51, 0.0, 0.02, 0.2, 0.0, 0.02, 0.01, 0.06, 0.01, 0.05, 0.03, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.05, 0.0
8.12, 5.83, 1.11, 3.37, 4.72, -2.45, -3.43, -3.74, -17.36, -3.48, -15.0, -1.04, -5.5, -1.55, -3.21, 0.01, 0.03, 0.2, 0.0, 0.02, 0.01, 0.02, 0.01, 0.01, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0
