-7.67803289, -3.62057622, -19.35870093, -4.77267974, -0.55864136, -5.37297737, -5.9998566, -16.76136371, -10.31137062, -3.41283055, -7.69646878, -15.37105352, -17.67168402, 0.0104171, 0.20005297, 0.01663628, 0.00899989, 0.06488356, 0.00037285, 0.07005952, 0.00466637, 0.00177038, 0.00478204, 0.09769188, 0.00417741, 0.00471857
-4.88858845, -5.27333128, -3.34830872, -6.53973057, -5.74356654, -4.04893054, -2.56135195, -9.01421484, -3.35675047, -12.88360563, -6.86415986, -3.31373344, -3.31285053, 0.00111889, 0.29228769, 0.00551396, 0.00626435, 0.05383288, 0.00011735, 0.07848847, 0.0077102, 0.00081288, 0.00485509, 0.05163886, 0.00105415, 0.00068493
-3.71765467, -5.28840196, -4.2807016, -5.18609674, -3.30305466, -4.03445281, -3.06822993, -7.28028535, -3.27269299, -12.29870484, -4.11198846, -3.19433798, -3.93415281, 0.00131363, 0.23699475, 0.00415799, 0.00716171, 0.05400435, 0.0001373, 0.06534882, 0.0074175, 0.00140764, 0.0041166, 0.04511333, 0.00147695, 0.00090699
-4.40134941, -3.5977766, -4.25611103, -9.62088145, -3.14514617, -3.81397241, -2.61342405, -9.18437149, -5.47910813, -7.63022448, -6.01504601, -3.2007319, -3.0204637, 0.00179539, 0.23772682, 0.00308842, 0.01062898, 0.06689926, 0.00016649, 0.0984126, 0.00827296, 0.00081361, 0.00363294, 0.04056025, 0.00104115, 0.00102053
-4.48846154, -3.55926548, -3.32052301, -8.54184538, -4.35122785, -4.01275812, -2.51221157, -8.94160983, -5.67266109, -12.287603, -3.82241583, -3.375013, -4.69129168, 0.00192468, 0.24761641, 0.00565837, 0.00696523, 0.05563908, 0.0001384, 0.05832683, 0.00745734, 0.00134711, 0.00381897, 0.04025433, 0.00113053, 0.00063781
-4.70920493, -5.28439777, -2.38048258, -7.28346773, -3.26004068, -3.00222554, -2.33020032, -6.88636921, -4.03846149, -11.65256059, -6.81562811, -3.34327145, -5.56097885, 0.00104952, 0.38832169, 0.00571529, 0.00633276, 0.05259405, 0.0001768, 0.05415337, 0.00582019, 0.00088675, 0.004974, 0.03692046, 0.00173912, 0.00063476
-4.9353513, -2.86029191, -3.58293353, -6.26741095, -5.75752995, -3.85385245, -2.12262804, -6.8946038, -4.83072407, -10.26650133, -5.92696311, -3.47322275, -4.51083308, 0.00193767, 0.24780738, 0.00386232, 0.01053274, 0.04077699, 0.00017662, 0.0985522, 0.00610981, 0.00139135, 0.00423098, 0.03713946, 0.00166177, 0.00106971
-6.14706571, -5.21305271, -2.82282009, -6.56714065, -4.15394372, -4.82238554, -1.80741392, -10.65378089, -3.850931, -10.59559987, -5.63670561, -3.40084536, -3.93015074, 0.00078327, 0.20750346, 0.00610155, 0.00761609, 0.05772593, 8.271e-05, 0.09974272, 0.00556088, 0.00061611, 0.00599831, 0.03876325, 0.00087474, 0.00048115
-6.02427011, -6.82535108, -3.75613976, -5.19434059, -6.72027375, -4.24500396, -3.27628711, -10.04425931, -4.09210981, -14.11579711, -4.99725531, -3.30246167, -2.56227046, 0.001446, 0.20966152, 0.00650437, 0.00628149, 0.04224374, 0.00010379, 0.0819699, 0.00735718, 0.00086543, 0.00622789, 0.06685982, 0.00131935, 0.00055513
-6.23828071, -6.85212665, -3.23236742, -8.49124346, -6.92864454, -5.01239744, -1.9089712, -11.59725333, -3.7212283, -16.18510831, -7.07926004, -3.33327698, -2.32324038, 0.00092997, 0.3189304, 0.00608812, 0.00443848, 0.06723433, 8.262e-05, 0.0593194, 0.00757997, 0.00087319, 0.00454664, 0.03851228, 0.00116806, 0.00088082
