-5.46, -2.45, -0.03, -5.2, -1.57, -5.95, -3.57, -1.41, -19.56, -6.78, -5.91, -19.71, -3.55, 0.01, 0.36, 0.0, 0.01, 0.06, 0.0, 0.1, 0.0, 0.0, 0.01, 0.06, 0.0, 0.0
-7.76, -5.74, -15.23, -5.45, -3.99, -5.99, -2.21, -5.57, -13.03, -7.72, -4.76, -2.97, -2.1, 0.01, 0.22, 0.02, 0.01, 0.0, 0.0, 0.05, 0.01, 0.0, 0.0, 0.05, 0.0, 0.0
-3.2, -2.77, -0.43, -5.87, -0.52, -5.84, -2.18, -7.75, -0.35, -4.7, -4.42, -4.3, -18.76, 0.01, 0.21, 0.02, 0.01, 0.06, 0.0, 0.06, 0.01, 0.0, 0.0, 0.06, 0.01, 0.0
-7.29, -2.57, -0.01, -5.1, -2.63, -5.28, -2.95, -15.83, -4.82, -3.14, -4.44, -14.13, -12.07, 0.01, 0.27, 0.01, 0.01, 0.0, 0.0, 0.09, 0.01, 0.0, 0.0, 0.09, 0.01, 0.0
-3.21, -5.79, -4.76, -5.85, -3.79, -4.4, -3.55, -9.2, -4.43, -7.99, -5.02, -3.43, -3.33, 0.0, 0.36, 0.01, 0.01, 0.05, 0.0, 0.09, 0.01, 0.0, 0.0, 0.07, 0.0, 0.0
-5.12, -3.25, -1.85, -5.28, -0.79, -6.0, -5.7, -4.19, -0.94, -3.16, -7.97, -8.53, -6.51, 0.0, 0.22, 0.0, 0.01, 0.05, 0.01, 0.03, 0.0, 0.0, 0.0, 0.1, 0.01, 0.0
-7.74, -4.83, -15.54, -4.82, -3.35, -4.02, -5.97, -10.56, -15.7, -6.2, -7.67, -8.48, -19.36, 0.0, 0.23, 0.02, 0.01, 0.0, 0.0, 0.03, 0.01, 0.0, 0.0, 0.06, 0.01, 0.0
-5.58, -5.86, -14.24, -5.8, -1.15, -4.4, -5.51, -16.77, -19.95, -5.4, -7.93, -0.76, -18.62, 0.0, 0.27, 0.0, 0.01, 0.0, 0.0, 0.1, 0.01, 0.0, 0.01, 0.04, 0.0, 0.0
-7.68, -3.62, -19.36, -4.77, -0.56, -5.37, -6.0, -16.76, -10.31, -3.41, -7.7, -15.37, -17.67, 0.01, 0.2, 0.02, 0.01, 0.06, 0.0, 0.07, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0
-7.2, -2.4, -0.32, -5.73, -3.86, -4.07, -5.23, -15.11, -12.62, -4.85, -5.95, -5.39, -19.02, 0.0, 0.2, 0.01, 0.01, 0.03, 0.0, 0.07, 0.01, 0.0, 0.0, 0.05, 0.01, 0.0
-3.37, -4.5, -0.22, -4.51, -3.85, -5.28, -2.35, -4.68, -15.66, -3.04, -5.46, -9.35, -8.86, 0.01, 0.31, 0.0, 0.01, 0.07, 0.0, 0.03, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0
-2.26, -7.01, -4.81, -4.91, -4.83, -3.11, -2.83, -11.96, -3.21, -5.59, -3.89, -3.09, -2.46, 0.0, 0.29, 0.01, 0.01, 0.06, 0.0, 0.1, 0.01, 0.0, 0.0, 0.06, 0.0, 0.0
-2.62, -7.46, -3.34, -7.59, -4.22, -4.86, -2.49, -6.45, -4.07, -9.2, -3.68, -3.38, -4.22, 0.0, 0.31, 0.01, 0.01, 0.06, 0.0, 0.07, 0.01, 0.0, 0.0, 0.09, 0.0, 0.0
-3.84, -4.08, -3.4, -7.4, -4.49, -3.12, -2.94, -9.59, -4.66, -10.24, -5.36, -3.37, -4.31, 0.0, 0.34, 0.0, 0.01, 0.05, 0.0, 0.08, 0.01, 0.0, 0.0, 0.05, 0.0, 0.0
-2.95, -3.35, -2.54, -6.49, -3.4, -3.55, -3.27, -8.3, -4.24, -8.37, -6.2, -3.55, -3.61, 0.0, 0.24, 0.0, 0.01, 0.06, 0.0, 0.05, 0.01, 0.0, 0.0, 0.05, 0.0, 0.0
-3.13, -3.13, -4.25, -6.35, -4.28, -2.46, -2.18, -6.73, -4.55, -13.3, -6.58, -3.41, -3.89, 0.0, 0.33, 0.0, 0.01, 0.06, 0.0, 0.08, 0.01, 0.0, 0.01, 0.07, 0.0, 0.0
-2.87, -2.97, -2.43, -8.88, -3.18, -2.28, -2.8, -9.28, -3.32, -12.71, -5.55, -3.47, -3.32, 0.0, 0.24, 0.0, 0.01, 0.05, 0.0, 0.08, 0.01, 0.0, 0.0, 0.07, 0.0, 0.0
-4.46, -2.89, -2.7, -6.09, -4.46, -3.15, -2.2, -6.77, -3.71, -10.28, -4.31, -3.39, -4.93, 0.0, 0.31, 0.01, 0.01, 0.04, 0.0, 0.1, 0.01, 0.0, 0.0, 0.06, 0.0, 0.0
-4.99, -3.62, -4.42, -7.15, -4.41, -2.75, -2.99, -12.07, -5.97, -12.47, -6.55, -3.4, -3.12, 0.0, 0.25, 0.01, 0.01, 0.06, 0.0, 0.09, 0.01, 0.0, 0.0, 0.05, 0.0, 0.0
-4.27, -5.3, -3.16, -5.79, -5.5, -3.54, -3.82, -12.45, -5.37, -12.66, -4.45, -3.46, -5.28, 0.0, 0.36, 0.0, 0.01, 0.04, 0.0, 0.07, 0.01, 0.0, 0.0, 0.04, 0.0, 0.0
-3.44, -4.0, -3.65, -7.6, -4.79, -2.5, -2.14, -11.37, -4.53, -10.34, -5.29, -3.3, -3.39, 0.0, 0.44, 0.0, 0.01, 0.04, 0.0, 0.06, 0.01, 0.0, 0.01, 0.05, 0.0, 0.0
