0.00967017, 0.04900983, 0.01798093, 0.00789065, 0.00137192, 0.00128297, 0.00526809, 0.00326679, 0.00705842, 0.00836488
0.00944864, 0.04149472, 0.01773652, 0.00751449, 0.00127831, 0.00143016, 0.00569711, 0.00328795, 0.00679768, 0.00795423
0.01026935, 0.04739062, 0.0179911, 0.00793408, 0.00124721, 0.0012999, 0.00510268, 0.0032799, 0.0076346, 0.00836049
0.00924037, 0.04670476, 0.01706762, 0.0065642, 0.00123737, 0.00152702, 0.00479612, 0.00330125, 0.00755372, 0.00730736
0.01066332, 0.04504868, 0.01714338, 0.00661208, 0.00141248, 0.00141386, 0.00477437, 0.00326627, 0.00749628, 0.0083477
0.01087561, 0.04792769, 0.01710159, 0.00654895, 0.00131141, 0.00151898, 0.00554993, 0.00328476, 0.00747131, 0.0076007
0.01106988, 0.04554426, 0.01719782, 0.00653254, 0.00121693, 0.00150268, 0.00491327, 0.00331244, 0.00721102, 0.00693566
0.01116926, 0.0413716, 0.01841079, 0.00796385, 0.00127965, 0.00156612, 0.00546856, 0.00330987, 0.00728643, 0.00689086
0.01034373, 0.04890477, 0.01724806, 0.00658043, 0.00121128, 0.0013921, 0.00551801, 0.0033172, 0.00761917, 0.00685935
0.00924299, 0.04252131, 0.01834286, 0.00778172, 0.00136223, 0.00149697, 0.00493717, 0.00329068, 0.00761631, 0.00731186
