0.0011749, 0.04068107, 0.02536499, 0.01991593, 0.00340343, 0.00545216, 0.00361054, 0.00514262, 0.00135272, 0.02695814
0.00120594, 0.04391889, 0.02364394, 0.01993828, 0.00339111, 0.00523182, 0.00360483, 0.00512974, 0.00129544, 0.02729276
0.00088505, 0.04060775, 0.0200001, 0.01980559, 0.00348539, 0.00548146, 0.00356199, 0.00522956, 0.00137427, 0.02719465
0.00109675, 0.04774658, 0.02505572, 0.01991791, 0.00342574, 0.00499932, 0.00359163, 0.00516756, 0.00122575, 0.0257405
0.00114486, 0.04947137, 0.02446543, 0.019921, 0.00340741, 0.00488219, 0.00359557, 0.00514733, 0.00119686, 0.0262586
0.00108576, 0.04348262, 0.02893354, 0.0202394, 0.00353837, 0.00544335, 0.00367939, 0.00530063, 0.00133198, 0.03089944
0.00131967, 0.05195692, 0.02517436, 0.0199309, 0.00335421, 0.00465986, 0.00361153, 0.00508961, 0.00115512, 0.02686167
0.00100824, 0.0411368, 0.02028475, 0.01992197, 0.00344205, 0.00542033, 0.00355057, 0.00518641, 0.00134712, 0.02486337
0.00121336, 0.05975339, 0.0276125, 0.02005038, 0.00336496, 0.00512821, 0.00358717, 0.00509842, 0.0010131, 0.02452094
0.00111937, 0.04757806, 0.02774254, 0.01997676, 0.00339839, 0.0049841, 0.00358602, 0.00514117, 0.00121771, 0.022331
