0.00057128, 0.03493405, 0.02169151, 0.02089351, 0.00365948, 0.00607534, 0.00364575, 0.00544434, 0.00151022, 0.0389163
0.0005582, 0.06015618, 0.03133803, 0.02038269, 0.00359484, 0.00428537, 0.00366111, 0.0053703, 0.00101194, 0.03585406
0.00059912, 0.06302365, 0.0184567, 0.02034686, 0.00362946, 0.00415498, 0.00350375, 0.00540371, 0.00098478, 0.02106535
0.00160123, 0.05877003, 0.01527539, 0.01994191, 0.00328446, 0.00429185, 0.00361047, 0.00501048, 0.00103602, 0.02657587
0.00145363, 0.05277646, 0.0125217, 0.01994128, 0.0033254, 0.00466251, 0.00366358, 0.00505604, 0.00113949, 0.02823349
0.00124031, 0.02716621, 0.02581655, 0.01991274, 0.00334733, 0.00648669, 0.00369626, 0.00482097, 0.00164333, 0.03701612
0.00128828, 0.03900052, 0.02310386, 0.01995545, 0.00336859, 0.00555917, 0.00360434, 0.00510417, 0.00138291, 0.02695378
0.00160752, 0.02599036, 0.01275518, 0.01998141, 0.003286, 0.00650081, 0.00366818, 0.00501243, 0.00163086, 0.02710741
0.0011207, 0.02536118, 0.02980699, 0.02050098, 0.00352666, 0.00675368, 0.00364508, 0.00528859, 0.00169482, 0.0280263
0.00158655, 0.04928539, 0.01290677, 0.01995509, 0.00328675, 0.00486921, 0.00366851, 0.00501334, 0.00119253, 0.02852418
